T_degC,Salnty,O2ml_L
10.96,34.66,0.25
8.52,33.999,2.27
10.8,33.41,
12.15,32.928000000000004,5.76
9.54,33.863,4.36
5.85,34.31,0.36
6.82,34.09,1.48
12.11,33.23,5.71
8.6,34.13,1.94
10.2,33.57,
13.74,33.613,4.54
10.16,33.69,4.83
10.48,34.11,2.61
6.36,34.287,0.43
9.91,33.64,3.71
13.95,33.44,6.19
14.89,33.052,6.04
6.33,34.027,1.79
9.46,33.986,
7.68,33.87,3.03
16.34,33.496,5.74
9.32,34.45,0.38
12.46,33.792,
6.9,34.085,1.68
10.88,33.545,
7.52,34.44,0.39
6.27,34.129,1.09
15.98,,
8.01,,
9.3,33.785,3.56
6.86,34.277,0.49
10.19,33.222,4.89
6.1,34.308,0.31
17.95,33.256,5.54
19.9,33.384,5.38
7.36,34.001,2.18
17.34,33.66,5.73
8.1,34.114000000000004,
4.4,34.32,0.34
6.65,34.277,0.45
11.82,33.655,4.17
21.78,33.35,5.31
10.05,33.538000000000004,3.87
10.88,34.203,1.7
17.96,33.65,5.48
9.2,33.56,3.8
9.5,,2.89
20.18,34.29,
8.39,33.96,4.12
9.61,33.931,2.52
11.015,33.204,5.352
5.15,34.405,0.67
13.03,33.037,6.05
8.34,34.133,
12.77,33.205,6.06
10.43,33.61,
4.28,34.424,0.5
14.21,33.595,
10.57,33.704,3.77
23.95,34.251999999999995,4.93
5.74,34.42,0.25
4.6,,0.37
14.16,33.39,5.48
11.09,34.641,0.18
3.98,34.462,0.52
16.04,33.437,5.8
5.896,34.3034,0.283
1.99,34.639,2.2
17.26,,
11.54,32.935,6.11
20.12,33.212,5.36
9.08,34.041,2.08
12.94,33.138000000000005,5.56
10.56,34.46,1.04
6.81,34.316,0.44
5.19,34.284,0.43
15.25,33.625,5.8
14.92,33.336,5.98
7.56,34.052,2.09
5.12,33.99,
10.37,34.189,1.65
5.81,,0.28
3.81,34.24,
11.02,34.79,0.14
7.2010000000000005,34.1103,1.287
8.78,34.113,
6.18,34.163000000000004,0.93
14.92,32.997,5.92
11.16,33.24,4.53
12.46,33.305,5.71
8.77,34.368,0.61
8.48,33.912,3.01
12.5,32.95,5.12
19.156,33.505,5.697
8.78,33.824,3.31
8.85,34.577,0.23
11.25,33.699,
12.875,33.7142,5.2170000000000005
20.22,34.515,5.14
16.6,33.668,5.91
9.35,33.9,
8.82,34.49,
9.61,34.505,0.27
8.63,34.211,1.42
5.61,34.176,0.63
8.14,34.214,1.31
14.03,32.99,6.18
9.19,34.498000000000005,0.46
10.96,33.578,4.19
7.44,34.137,2.05
4.94,33.88,2.22
10.04,33.743,3.67
6.94,34.13,1.19
14.94,33.426,6.05
11.44,33.78,3.58
7.815,34.0716,1.689
11.2,33.586,4.17
12.15,33.51,5.73
8.36,34.032,2.21
5.78,34.388000000000005,
8.14,34.198,1.55
9.33,34.095,2.32
16.38,33.15,5.71
14.7,33.133,5.84
16.73,,5.32
6.05,34.145,0.83
8.74,34.03,
7.98,34.206,1.55
7.55,34.135,1.57
18.76,,4.65
12.01,33.71,3.59
3.84,34.46,0.53
9.72,33.96,2.46
16.71,33.405,5.69
8.23,34.047,2.51
15.865,33.4252,5.731
19.98,33.89,5.18
17.41,33.326,
11.52,34.812,0.79
10.45,33.684,4.22
4.46,34.14,0.75
16.55,,4.94
6.76,34.293,0.44
11.52,32.95,5.83
8.75,34.531,0.29
15.72,34.33,5.68
6.314,34.08,1.125
10.18,33.414,
15.14,,5.58
9.82,34.277,1.53
8.95,34.088,2.32
13.43,33.321,5.63
13.43,33.55,4.69
5.38,,0.31
12.21,33.03,5.84
16.03,33.417,5.7860000000000005
8.96,34.382,0.95
10.21,34.678000000000004,0.13
10.99,33.375,4.32
13.34,33.62,5.93
11.771,33.4587,4.258
12.96,33.486,5.35
10.87,33.7,
4.93,34.24,
11.13,33.686,6.8
11.06,33.553000000000004,4.39
12.52,33.144,5.74
5.38,34.481,0.29
6.47,34.239000000000004,0.73
9.715,33.885,2.6010000000000004
9.391,33.7876,3.006
19.15,33.572,5.39
16.02,33.306,5.87
13.49,33.524,5.59
9.62,34.04,2.81
16.09,33.538000000000004,5.83
18.15,33.56,
9.36,34.201,1.69
12.69,,5.55
9.1,33.88,3.01
16.79,33.416,5.54
9.68,33.959,
13.37,33.437,
12.88,33.747,3.98
16.08,33.341,5.78
7.01,34.048,2.08
7.32,34.052,1.92
7.01,34.166,1.03
9.29,33.81,2.77
5.02,34.27,0.45
13.19,33.123000000000005,6.21
3.11,34.549,
16.05,32.88,
8.91,33.95,2.13
7.99,33.06,5.34
13.06,,
6.05,34.357,0.32
10.39,33.582,4.32
8.24,34.0,2.76
14.42,32.926,
5.27,34.155,0.64
5.88,34.162,1.79
6.39,34.232,0.52
9.35,33.553000000000004,4.23
19.12,33.8,
5.81,34.199,0.57
13.057,33.4571,4.902
6.3,,
6.76,34.167,1.11
7.82,34.041,1.92
8.05,34.228,1.16
10.55,33.78,
13.33,33.589,5.7
29.62,34.96,4.65
15.57,33.56,5.65
18.3,33.73,5.51
6.91,33.856,2.68
16.6,33.5,6.05
9.38,33.69,
13.79,33.54,
9.72,34.14,
5.25,34.42,0.28
16.964000000000002,33.4363,5.678
22.88,34.471,5.06
17.09,33.18,4.79
13.54,34.14,3.1
13.85,33.334,5.93
14.12,33.33,4.77
9.66,33.386,4.63
9.03,33.897,2.96
16.83,33.5638,5.825
8.76,34.21,1.48
15.55,33.38,
11.53,32.897,5.75
11.62,34.52,0.61
4.31,34.27,
14.29,,5.76
17.69,33.755,
13.07,33.41,5.4
8.3,34.071,2.07
7.218999999999999,34.0222,1.956
11.41,33.54,4.18
4.35,34.438,0.36
13.03,33.38,
13.61,33.47,
4.0,34.496,0.67
17.37,33.439,5.61
4.75,34.426,
10.06,33.592,
17.35,35.111999999999995,3.22
8.79,34.13,1.89
19.86,34.528,5.17
16.11,33.245,5.87
9.5,33.9,4.38
17.747,33.4148,5.43
6.24,34.138000000000005,0.97
3.08,34.515,0.89
8.8,33.944,3.14
16.29,33.462,5.76
13.45,33.69,6.35
16.83,33.71,5.54
8.66,33.86,
9.97,,0.77
12.7,33.2,
8.59,33.98,
7.79,34.077,1.98
9.48,33.306,4.84
11.46,33.233000000000004,5.54
10.14,33.63,3.59
17.35,33.75,5.22
13.0,32.764,
16.37,33.82,5.37
16.26,33.615,5.75
13.87,33.088,5.71
14.09,33.165,6.03
8.12,34.022,2.4
8.53,34.203,1.26
10.96,34.59,
13.02,33.363,5.08
8.89,,
6.01,34.144,0.82
14.08,33.44,
4.48,34.499,0.47
12.8,32.86,5.88
10.775,33.8931,2.36
9.9,34.212,1.39
18.34,,5.23
8.61,34.311,0.58
5.558,34.2419,0.381
17.05,33.539,6.18
9.414,33.8054,2.609
7.74,,0.99
13.443,33.0979,5.65
7.43,34.36,0.48
16.42,33.24,5.88
14.88,33.181999999999995,6.06
11.18,33.594,4.14
10.55,34.71,0.15
6.74,,1.46
8.79,34.022,2.43
6.28,34.198,0.84
9.41,34.196,1.75
9.08,33.911,2.89
11.93,33.553000000000004,4.77
9.1,34.262,1.15
6.4,34.123000000000005,1.14
7.72,34.02,
8.55,34.193000000000005,1.7
11.48,33.248000000000005,6.04
8.75,34.33,
6.19,34.192,0.74
11.06,34.25,1.36
9.22,33.969,2.59
16.09,33.221,5.78
6.42,34.181,0.68
17.28,33.698,5.71
11.12,33.63,
15.72,33.593,6.34
11.76,33.1,
4.18,34.458,0.49
8.79,33.896,2.82
14.15,33.62,5.01
24.36,35.07,3.62
14.46,33.2,
12.31,33.279,6.17
15.99,33.5,6.17
5.48,34.32,
9.68,33.648,4.17
14.25,33.078,5.98
15.54,33.171,5.86
9.23,33.685,
5.63,34.189,0.51
8.01,34.016,2.81
14.11,33.29,5.49
8.81,34.118,
13.46,33.096,5.96
8.32,33.962,2.84
12.52,33.275,5.67
14.17,33.6,4.53
7.22,34.332,0.9
8.84,34.158,1.91
8.03,34.083,2.18
12.4,33.205,5.64
15.31,33.4,5.75
13.17,33.739000000000004,
9.1,33.36,4.82
6.41,34.089,1.33
11.9,33.58,4.75
10.16,33.56,3.51
13.01,34.951,2.12
6.79,34.34,
7.19,34.286,0.72
10.38,33.505,4.01
13.03,32.81,5.99
14.42,33.44,6.12
11.29,33.622,3.96
8.23,34.124,2.15
15.722,33.6298,5.352
13.98,33.011,5.94
17.079,33.2778,5.617000000000001
17.66,33.36,
12.37,33.53,
16.38,34.06,
15.76,33.411,5.78
9.72,33.808,4.28
10.26,33.096,4.99
12.09,33.505,
7.65,34.024,
7.19,34.114000000000004,1.66
13.86,33.185,6.06
8.51,34.116,1.78
13.95,33.02,6.05
14.33,33.49,
5.78,34.322,0.27
11.42,33.661,3.17
8.8,34.045,2.04
15.17,32.758,5.9
8.873,33.9389,3.002
17.45,33.163000000000004,5.24
6.74,34.23,0.68
11.83,33.574,4.3
18.92,33.568000000000005,5.54
5.74,34.124,1.19
12.35,33.538000000000004,
15.843,33.3943,5.771
13.53,33.599000000000004,5.17
1.56,34.671,2.69
7.54,34.38,0.45
10.45,33.63,
9.61,34.406,0.59
9.82,33.741,2.92
10.26,34.082,1.85
5.01,34.069,1.27
16.0,33.43,
11.03,33.358000000000004,4.48
9.27,34.25,1.29
9.7,34.523,0.34
12.75,33.398,4.55
10.7,33.5,4.05
11.5,33.71,
13.97,33.433,
5.26,34.24,
15.01,33.052,5.85
6.78,34.208,0.87
6.93,34.25,0.67
9.167,33.8523,3.2110000000000003
9.65,33.528,5.08
8.859,33.8362,3.3110000000000004
9.91,33.775,3.28
6.25,34.094,1.32
8.15,34.108000000000004,2.06
5.84,34.34,0.31
17.78,33.774,5.94
17.54,33.73,5.39
10.15,33.548,3.96
4.52,,
7.97,34.086,
9.24,33.696,3.63
12.49,32.245,4.42
7.33,34.302,0.58
21.06,33.47,5.22
12.14,33.695,5.83
17.24,,5.32
13.749,33.3087,5.732
14.7,33.319,5.25
12.12,33.678000000000004,
9.67,32.719,6.25
5.52,34.154,0.67
8.7,33.985,2.81
5.54,33.995,2.57
3.94,34.499,0.67
8.25,,3.26
13.95,33.49,5.54
9.59,33.613,3.82
10.08,33.775,
17.03,33.097,5.72
10.7,33.297,6.0
4.67,,0.4
17.67,33.44,5.85
6.16,34.132,0.89
14.09,33.62,5.31
9.23,34.225,
8.15,34.17,
9.87,33.861,3.14
15.62,,5.42
14.82,34.55,0.71
14.09,33.524,5.64
14.34,33.222,6.28
7.3,34.133,1.57
14.981,33.0956,5.907
8.386000000000001,34.1941,1.265
8.31,34.103,2.09
9.27,33.274,4.85
5.43,34.241,0.38
10.87,33.633,4.19
6.39,34.122,
5.71,34.297,0.3
17.34,33.36,5.56
10.2,33.493,4.13
17.4,33.95,5.69
12.58,33.33,5.16
7.89,34.065,2.39
12.15,33.599000000000004,4.62
9.68,34.14,2.25
9.54,33.499,4.38
8.83,33.77,3.39
15.62,33.51,5.54
9.52,33.796,3.75
5.68,34.239000000000004,0.42
10.93,33.686,3.78
4.28,34.4,
16.47,33.881,
16.23,33.7,5.93
7.89,34.24,1.07
15.13,33.378,5.8
13.24,32.94,5.96
11.01,,0.13
17.23,33.46,5.62
11.33,33.61,
14.77,33.227,6.02
2.01,34.657,2.25
6.86,33.96,
3.87,34.523,0.68
13.26,,5.12
14.06,33.525,5.51
11.76,34.263000000000005,1.45
7.0,34.181999999999995,1.06
11.01,33.611,4.33
13.14,33.5249,5.474
12.38,33.431,5.72
9.13,34.044000000000004,2.5
9.29,33.87,
5.01,34.258,0.42
9.08,34.077,2.2
14.02,33.13,5.97
7.53,34.126999999999995,1.32
9.9,34.64,
6.47,34.254,0.58
3.33,34.54,0.88
6.12,34.3,
17.51,33.68,
8.62,33.87,2.86
15.02,33.266,5.85
5.853,34.2682,0.332
9.42,34.049,2.2
7.9,34.14,1.67
9.21,33.847,3.65
6.88,34.291,
8.3,34.067,2.6
16.5,33.769,5.71
7.907999999999999,34.024,2.24
9.86,34.086,2.39
8.19,33.919000000000004,3.2
6.24,34.224000000000004,0.51
9.16,33.476,4.69
8.86,33.846,3.45
6.41,34.455,0.15
16.72,,5.12
11.43,33.411,3.87
6.22,34.327,0.31
4.99,34.111999999999995,0.92
18.658,33.1982,5.448
3.76,,
15.54,33.523,5.69
12.68,33.366,5.66
8.16,34.02,1.98
7.21,34.078,1.92
5.808,34.1532,0.619
9.77,33.837,2.97
6.48,34.065,1.06
17.31,33.303000000000004,5.64
12.02,33.447,4.99
5.22,,0.43
9.01,33.9,
6.382000000000001,34.2292,0.469
7.022,33.9969,2.241
12.75,33.059,5.61
12.72,33.115,5.96
15.74,33.523,5.56
6.37,34.018,
8.59,34.504,0.23
8.76,33.961,3.69
14.07,33.037,6.6
5.34,34.476,0.26
10.19,33.96,2.98
3.89,34.484,0.61
11.87,33.421,5.54
8.52,33.961,2.64
11.5,33.424,4.64
11.2,34.19,1.51
7.27,33.992,2.84
6.89,34.232,0.85
10.8,33.67,3.18
8.21,34.27,
9.284,33.6046,3.745
19.622,33.6355,5.424
6.38,34.13,1.31
10.15,33.54,
10.54,33.747,2.74
7.97,34.0,3.32
9.9,33.8,
6.67,34.235,0.25
13.39,33.651,5.26
9.62,33.71,3.47
12.23,33.282,5.42
7.51,34.263000000000005,0.83
15.29,35.258,4.23
13.6,33.53,5.8
10.59,33.231,5.21
8.543,33.9742,2.446
19.09,34.36,
13.83,33.359,6.07
9.498,33.9254,2.274
13.33,33.654,6.25
10.65,33.387,5.3
5.995,34.3029,0.306
15.49,33.68,
8.36,33.99,
8.79,33.767,3.84
7.532,34.054,1.7380000000000002
9.02,,3.09
9.19,33.9,3.5
8.39,33.996,2.79
14.64,33.289,6.37
14.101,33.1971,5.908
8.34,33.848,3.67
9.68,34.27,1.51
16.500999999999998,33.5807,5.845
7.707999999999999,34.0505,1.785
20.84,33.83,5.29
9.065,34.0715,1.885
16.72,33.65,
12.61,33.358000000000004,
19.5,33.61,5.4
11.76,,0.43
4.26,34.423,
9.81,33.57,3.91
7.01,34.131,1.39
7.5,34.033,2.2
14.27,33.35,
8.82,33.89,
16.06,33.665,5.36
5.02,34.15,0.67
15.05,32.98,6.0
15.64,33.379,5.55
10.67,34.18,
10.0,34.066,1.78
8.62,34.181,1.307
3.92,34.507,0.5
15.38,33.552,5.92
11.04,34.29,1.22
8.46,34.53,
8.2,33.938,3.01
11.6,33.35,4.46
10.37,33.524,4.18
6.26,34.246,0.35
10.96,33.582,4.19
10.94,33.1,
5.96,34.22,0.54
18.67,32.864000000000004,5.48
11.37,33.61,
12.53,33.359,5.39
14.4,33.554,5.81
16.69,33.3,
7.27,34.031,2.35
14.41,33.56,
13.33,33.62,6.08
9.08,33.26,
10.28,33.53,4.52
8.798,33.789,3.405
7.65,,0.54
8.26,34.15,
7.85,34.12,
12.71,33.481,6.51
15.82,33.26,
16.35,33.619,5.64
8.96,34.18,1.92
10.94,33.06,5.87
16.774,33.3408,5.624
5.97,34.248000000000005,0.41
10.66,33.635,3.77
15.1,33.676,4.62
13.3,33.495,4.49
11.8,33.57,
14.43,,4.32
14.61,33.415,5.63
12.32,33.264,5.53
11.3,33.618,3.97
9.8,33.44,4.23
14.75,33.953,5.48
10.08,33.42,
5.81,,1.04
17.44,33.37,5.38
9.28,33.68,3.48
18.04,33.781,5.87
10.2,33.167,5.22
6.2,34.207,0.65
5.98,34.275,0.49
19.32,34.189,4.71
6.91,34.22,0.84
10.56,33.287,5.25
16.72,33.62,5.72
14.0,35.152,3.21
14.74,33.18,6.11
21.58,33.642,5.3
8.18,34.177,1.43
9.84,33.881,3.4
9.6,34.45,0.63
14.97,33.311,6.07
7.9,34.152,1.59
10.64,33.78,4.44
3.3,34.521,1.1
7.212000000000001,34.0255,2.017
5.84,34.289,0.41
7.64,34.051,2.46
9.59,33.672,3.97
10.99,33.772,3.16
3.81,34.58,
14.12,33.332,
13.44,32.955,6.25
3.95,34.497,0.65
14.66,34.05,3.28
14.63,33.284,5.82
11.76,33.54,
6.56,34.31,0.35
5.33,34.205,
17.92,33.315,
2.13,34.622,1.82
12.63,33.482,4.87
11.59,33.367,4.32
10.29,33.69,3.78
8.64,33.873000000000005,3.15
6.39,34.52,0.17
11.13,33.2,5.51
6.39,34.293,0.45
6.84,34.44,0.25
9.29,33.69,
9.69,33.84,3.3
9.03,33.79,3.58
13.78,33.42,5.51
8.66,34.226,1.18
7.43,34.249,
12.8,32.83,
13.54,33.26,6.04
8.4,33.98,
5.48,34.062,1.15
14.62,33.56,
12.78,33.562,5.76
8.5,34.181999999999995,1.48
9.118,33.8867,2.6260000000000003
15.36,,
14.39,33.68,
7.79,34.21,
8.84,33.91,2.26
3.55,34.49,0.64
5.41,34.31,0.57
9.949,33.782,3.0210000000000004
8.31,34.13,
12.95,33.018,5.59
5.38,34.316,0.37
8.43,34.4,0.71
5.84,34.14,0.94
11.61,32.93,
7.56,34.145,1.6
6.74,,0.73
15.42,33.44,6.0
15.196,33.6666,5.877000000000001
12.6,33.69,
7.84,34.49,
12.76,34.742,0.33
12.28,33.523,6.24
9.972,33.4995,4.3260000000000005
4.07,34.552,0.57
9.83,33.719,3.61
7.78,,1.61
6.44,34.273,0.74
8.8,34.145,1.46
16.23,,4.9
12.39,33.54,
7.62,,2.01
8.11,33.988,2.26
15.07,33.314,5.91
3.59,,
5.27,34.175,0.55
14.05,33.62,
10.4,33.626999999999995,3.79
11.9,33.417,5.84
16.96,33.684,5.79
9.12,34.05,
9.32,33.75,
6.73,34.148,1.14
10.82,33.694,3.6
12.71,33.226,6.02
6.2,34.246,0.81
12.73,32.792,5.68
7.36,34.19,1.06
18.479,33.2213,5.48
13.77,33.37,5.86
18.75,34.79,
22.33,33.72,5.24
10.65,32.77,6.23
10.74,34.17,1.39
6.36,34.317,0.45
8.76,34.11,2.53
3.57,34.395,0.68
10.29,33.916,2.46
12.48,33.291,5.57
5.92,34.282,0.33
9.067,33.8754,2.736
9.38,33.844,3.13
14.26,33.279,5.96
15.18,33.94,
15.63,33.56,
11.59,33.004,
5.98,,0.29
14.0,33.636,4.87
12.18,33.44,
5.98,34.284,0.43
15.81,33.323,
9.3,,
5.71,34.395,
10.02,33.47,4.54
14.01,33.146,5.8
7.07,34.042,1.74
16.89,33.695,
8.15,,1.56
9.87,,5.53
4.62,,0.5
6.37,34.352,0.58
11.74,33.277,4.9
7.44,34.433,0.26
8.72,34.178000000000004,1.65
6.91,34.06,
9.57,34.0,
9.43,33.568000000000005,4.72
4.28,,0.48
12.97,33.43,
6.59,34.171,0.97
12.1,33.045,
5.54,34.303000000000004,0.26
8.03,34.021,2.32
8.9,34.04,
9.03,34.17,2.02
8.62,,2.3
16.98,33.626999999999995,5.78
9.26,33.95,2.39
12.87,33.42,6.15
11.87,33.21,5.41
7.269,34.0864,1.472
6.07,34.459,0.21
10.58,34.26,
5.93,34.245,0.52
13.67,35.01,1.57
13.16,33.45,5.1
10.34,33.706,3.1
4.28,34.464,0.7
15.1,33.4,5.42
12.93,33.38,
15.03,,5.45
16.51,32.942,5.98
14.8,34.626999999999995,0.9
9.34,33.94,2.96
16.81,33.535,5.64
13.42,33.37,5.83
9.72,33.95,
5.28,34.33,
7.0,34.101,1.64
14.362,33.257,5.733
9.78,33.836,3.1
10.76,33.77,2.85
3.81,,0.58
17.89,33.24,5.6
16.84,33.87,5.54
11.6,33.375,5.01
7.51,34.075,
12.09,33.391,4.17
7.44,34.31,
10.635,33.3961,3.961
10.63,33.626,
10.051,33.5012,4.1
6.46,34.15,
13.67,33.825,4.97
8.08,34.181999999999995,1.17
5.831,34.2926,0.268
7.27,34.25,
17.56,33.576,5.96
10.55,33.301,4.65
8.91,34.116,2.04
11.43,33.253,4.45
12.91,33.259,6.02
8.68,33.9516,2.262
4.74,34.45,0.48
12.84,34.88,0.16
5.76,34.204,0.59
11.57,33.3,5.63
15.51,33.53,5.72
7.99,34.017,2.66
13.69,33.119,6.22
16.19,33.379,5.91
12.77,33.486,5.97
9.06,34.27,1.15
13.8,33.48,6.06
14.437,33.2014,6.121
12.44,33.631,4.16
3.76,34.569,0.69
11.64,32.473,
12.02,33.649,4.96
4.98,34.491,0.36
13.1,33.358000000000004,5.15
14.79,33.007,5.82
9.54,33.715,3.6
9.59,33.838,3.04
6.18,34.352,
11.61,33.68,3.57
14.06,33.64,
5.834,34.2638,0.359
12.61,33.433,6.18
8.04,34.013000000000005,2.67
6.19,34.226,0.65
7.24,34.206,1.08
11.1,33.58,
7.69,34.056,
16.86,33.488,5.67
6.51,34.089,1.46
19.0,33.32,5.6
10.94,33.546,3.82
18.15,33.4,5.5
8.86,34.22,1.83
9.83,33.555,4.12
19.96,33.67,5.54
11.39,33.22,
7.65,34.11,1.58
10.06,34.0,2.06
4.9,34.52,0.31
9.91,33.55,3.53
5.81,34.233000000000004,0.56
3.7,34.42,1.03
18.06,33.32,
14.02,33.21,5.73
11.13,33.57,
8.62,34.104,2.13
9.68,33.57,3.88
15.25,33.443000000000005,5.96
18.041,33.5889,6.13
6.11,34.131,1.19
4.42,34.38,
14.54,33.21,5.8
9.55,34.07,
9.04,34.052,2.25
5.9,34.368,0.28
8.89,34.08,
11.36,33.622,3.62
14.03,33.68,4.03
20.03,33.519,5.65
9.54,34.385,0.55
8.46,34.09,
8.49,34.18,1.36
4.05,34.53,0.73
10.75,33.69,
8.76,34.29,1.03
7.82,34.205,1.12
11.58,33.161,5.53
8.62,33.992,2.75
16.37,35.41,
11.4,33.5,
7.88,34.08,1.99
8.22,34.465,0.34
12.65,34.337,0.89
14.15,33.523,5.46
18.92,,
9.16,33.82,3.88
9.29,33.73,4.29
7.84,33.996,3.11
9.04,33.95,
10.09,32.825,5.34
17.12,33.49,5.5
4.74,34.49,0.63
10.98,33.353,5.01
12.52,33.4,6.25
16.57,33.149,5.73
8.46,34.17,1.46
10.22,33.471,4.31
11.89,33.514,4.61
6.36,34.188,0.9
10.28,33.331,4.49
14.61,33.629,6.04
11.3,33.58,4.42
5.73,34.25,
12.46,34.358000000000004,1.92
12.24,33.36,
13.390999999999998,33.0864,5.5520000000000005
8.0,34.21,1.29
8.0,34.24,1.18
4.44,34.45,
9.1,34.018,2.46
5.78,34.273,0.44
14.63,33.154,6.16
10.43,33.201,5.29
16.94,33.866,5.76
9.24,34.064,2.38
7.439,34.2472,0.693
16.07,33.78,5.34
6.81,34.199,0.89
8.54,34.06,2.09
14.102,33.2677,5.949
21.13,33.88,5.24
10.11,34.31,1.47
16.4,33.742,5.48
13.38,33.48,4.91
6.54,34.122,1.18
9.953,33.6813,3.66
8.498,33.988,2.611
4.13,34.428000000000004,0.63
15.47,33.498000000000005,
5.65,34.28,
8.05,,
10.8,33.87,
12.27,33.55,
9.76,34.332,1.1
6.0,34.2768,0.363
10.09,34.297,1.27
10.02,33.984,2.82
10.98,34.746,0.45
8.47,34.25,
6.006,34.2367,0.391
13.8,33.45,
6.24,34.09,1.05
11.26,33.4,4.51
11.21,33.549,4.16
6.0,34.33,0.35
9.52,33.793,3.88
16.26,34.04,5.3
14.7,33.185,5.79
9.64,33.7358,3.224
9.56,34.5,0.74
17.86,33.574,5.2
13.0,33.475,4.41
11.79,,4.82
13.929,33.4942,5.938
9.02,34.36,1.05
8.88,33.918,4.46
8.21,34.122,1.09
13.62,,5.3
9.44,34.05,2.36
14.17,33.49,
5.571000000000001,34.2169,0.419
16.82,33.589,5.49
16.86,33.38,
13.35,33.256,6.18
9.71,33.774,4.92
7.29,34.26,0.63
9.295,34.1068,1.848
12.46,34.247,1.35
15.748,33.0578,5.658
6.36,34.2,0.66
14.32,32.926,6.09
8.36,34.123000000000005,1.63
17.51,33.3,5.12
11.71,33.326,5.52
9.49,33.838,3.29
3.84,34.47,
9.87,33.586,3.65
10.32,33.472,
6.23,34.271,0.47
10.52,33.5556,4.316
3.8,,0.55
11.09,33.488,5.33
13.99,33.456,5.63
8.67,33.87,
6.17,34.219,0.67
12.7,33.55,
18.54,33.64,5.59
13.48,33.784,5.42
9.44,33.77,
19.67,33.69,
12.0,33.865,2.91
6.392,34.2633,0.418
8.61,34.491,0.26
6.13,34.296,0.36
5.7,34.25,
5.61,34.38,
11.52,33.62,
10.22,34.61,0.62
5.66,34.075,1.11
8.01,34.055,2.34
10.18,33.46,4.96
6.59,34.156,1.2
4.36,34.4,0.48
10.21,33.089,5.19
13.43,33.6,5.2
8.43,34.004,3.91
20.98,34.63,4.74
6.64,34.071,1.62
7.55,34.09,1.73
9.96,33.799,3.13
7.36,34.041,1.88
8.39,34.043,2.39
16.82,33.225,5.94
11.32,34.246,1.46
6.31,34.306,0.34
6.79,34.42,0.32
9.78,33.53,3.88
13.6,33.883,5.93
5.58,34.3,
6.11,34.268,0.63
12.18,33.412,4.87
8.47,34.005,3.01
15.54,33.422,5.78
16.22,33.243,5.8
16.61,33.632,5.61
8.86,33.8788,2.79
11.41,33.587,4.84
3.91,34.453,0.55
9.02,33.99,
15.98,33.74,5.55
12.63,33.54,5.11
5.36,34.382,0.3
6.53,34.54,
3.96,,0.48
7.72,34.303000000000004,0.71
10.04,33.997,2.64
9.67,33.709,3.81
7.37,34.003,2.78
15.23,33.648,5.91
18.98,33.45,5.32
14.1,33.49,6.12
10.13,33.335,4.76
15.94,33.375,6.06
15.93,33.312,5.9
9.23,33.793,3.74
15.97,33.075,5.61
5.7,34.34,0.23
13.343,32.9851,5.736000000000001
9.04,33.693000000000005,3.51
3.76,34.365,0.49
17.14,33.301,5.76
7.576,34.0348,2.057
7.26,34.25,0.98
11.17,33.1,
11.28,33.467,4.47
10.06,33.546,
11.43,33.501999999999995,3.62
18.02,33.05,5.53
6.03,34.181999999999995,0.71
8.78,33.974000000000004,2.93
17.35,33.599000000000004,5.49
15.91,33.51,5.63
6.0,34.168,0.7
19.49,33.624,5.42
6.75,34.001999999999995,2.34
13.2,33.556,5.55
7.0,34.198,0.72
10.1,33.522,4.13
9.83,33.948,2.55
15.36,33.57,5.99
17.39,,5.53
6.06,34.27,0.54
7.8,34.027,2.54
18.53,33.394,
12.42,,4.86
10.49,34.58,
3.67,34.53,0.82
14.63,33.525,
20.66,35.04,4.71
8.46,34.086,2.23
8.32,34.036,
7.23,33.95,1.92
8.66,33.955,3.05
9.64,33.339,4.45
1.62,34.722,2.86
12.97,33.287,5.63
17.34,33.03,5.66
7.022,34.2924,0.451
15.85,33.6,4.93
7.42,34.079,
15.28,33.423,5.99
14.086,33.3039,5.426
5.52,34.135,0.77
12.14,33.358000000000004,5.25
6.23,34.262,0.47
10.4,33.549,4.95
6.06,,1.01
5.06,34.384,
14.21,33.13,5.71
7.69,34.321,
5.98,34.3,0.5
16.55,33.37,5.41
9.317,33.7673,3.105
5.48,34.177,0.58
9.47,33.981,2.32
14.09,33.51,7.39
13.87,33.538000000000004,4.85
14.07,33.204,6.01
10.12,33.4,5.11
10.1,33.819,3.2
7.54,34.291,0.69
9.82,33.708,3.58
11.27,34.77,
8.687999999999999,33.8583,2.96
6.4,34.08,1.5
17.33,33.495,5.87
10.83,33.374,
17.99,33.325,5.52
8.14,34.073,2.34
16.49,33.409,5.72
14.52,33.103,6.06
22.4,33.68,5.55
18.23,33.55,
10.53,34.278,1.34
11.51,33.331,5.11
10.02,34.52,0.38
4.83,34.296,0.54
14.75,33.558,
13.84,33.282,5.67
7.99,34.203,1.31
9.52,33.81,2.84
12.991,33.3568,5.146
13.82,33.205,6.4
14.31,33.018,5.92
8.1,34.271,0.85
6.27,34.344,0.32
8.49,34.222,
8.48,34.13,1.92
6.28,34.305,0.34
23.64,34.36,
11.3,33.6,3.89
8.06,34.27,1.14
18.03,33.34,5.54
7.58,33.905,2.77
6.78,34.131,1.32
9.35,33.481,4.19
13.929,33.1566,5.895
8.69,,3.84
13.91,33.372,5.67
7.74,34.146,1.44
