bib,race,division,city,time,pace
1315,5K,Division:F 13-15,"Rancho Cucamonga, CALIFORNIA",25:04.1,8:05/M
1316,1 Mile,Division:F 14-99,"Provo, UTAH",7:54.7,7:55/M
1317,1 Mile,Division:M 14-99,"Provo, UTAH",7:37.1,7:37/M
1318,5K,Division:F 50-54,"Pleasant Grove, UTAH",55:52.7,18:02/M
1319,5K,Division:F 45-49,"Roosevelt, UTAH",1:00:46.0,19:36/M
1320,5K,Division:M 10-12,"Lehi, UTAH",34:18.1,11:04/M
1321,5K,Division:F  1- 9,"Lehi, UTAH",45:32.4,14:41/M
1322,5K,Division:M 40-44,"Orem, UTAH",19:53.6,6:25/M
1323,5K,Division:M  1- 9,"Lehi, UTAH",45:33.1,14:42/M
1324,5K,Division:F 40-44,"Orem, UTAH",54:43.2,17:39/M
1325,5K,Division:M 13-15,"Orem, UTAH",21:58.8,7:05/M
1326,5K,Division:F 16-19,"Orem, UTAH",49:23.1,15:56/M
1327,5K,Division:M 13-15,"Springville, UTAH",26:56.1,8:41/M
1328,5K,Division:F 16-19,"Springville, UTAH",49:23.5,15:56/M
1330,5K,Division:F 10-12,"Springville, UTAH",49:05.3,15:50/M
1331,5K,Division:M 10-12,"Vineyard, UTAH",39:16.6,12:40/M
1332,5K,Division:F 70-80,"Provo, UTAH",53:12.9,17:10/M
1333,5K,Division:M 60-64,"Lehi, UTAH",29:26.6,9:30/M
1334,5K,Division:F 60-64,"Lehi, UTAH",29:26.4,9:30/M
1338,5K,Division:F 20-24,"Provo, UTAH",34:45.5,11:13/M
1339,5K,Division:F 30-34,"Provo, UTAH",34:46.2,11:13/M
1340,5K,Division:F 35-39,"Provo, UTAH",36:05.5,11:39/M
1341,5K,Division:M 40-44,"Provo, UTAH",33:50.2,10:55/M
1344,5K,Division:F 20-24,"Orem, UTAH",21:19.7,6:53/M
1345,5K,Division:F 16-19,"American Fork, UTAH",23:03.6,7:26/M
1346,5K,Division:F 13-15,"American Fork, UTAH",25:41.9,8:17/M
1347,5K,Division:F 40-44,"Spanish Fork, UTAH",35:29.2,11:27/M
1350,5K,Division:F 20-24,"Orem, UTAH",21:26.0,6:55/M
1351,5K,Division:F 35-39,"Provo, UTAH",47:22.3,15:17/M
1352,5K,Division:F 20-24,"Woodland Hills, UTAH",24:26.9,7:53/M
1353,5K,Division:F 45-49,"Las Vegas, NEVADA",31:39.7,10:13/M
1354,5K,Division:F 30-34,"Springville, UTAH",33:30.3,10:48/M
1355,5K,Division:M 13-15,"Vancouver, WASHINGTON",34:36.6,11:10/M
1356,1 Mile,Division:F 12-13,"Vancouver, WASHINGTON",16:37.2,16:37/M
1357,5K,Division:F 16-19,"Vancouver, WASHINGTON",44:28.2,14:21/M
1360,5K,Division:M 50-54,"Provo, UTAH",39:22.8,12:42/M
1362,5K,Division:M 25-29,"Provo, UTAH",25:58.3,8:23/M
1364,5K,Division:M 20-24,"Provo, UTAH",25:01.6,8:04/M
1366,5K,Division:M 20-24,"Provo, UTAH",20:31.0,6:37/M
1367,5K,Division:M 45-49,"Payson, UTAH",21:16.5,6:52/M
1368,5K,Division:F 20-24,"Mapleton, UTAH",30:16.2,9:46/M
1370,5K,Division:F 20-24,"Provo, UTAH",28:05.1,9:04/M
1371,5K,Division:F 30-34,"Provo, UTAH",54:46.8,17:40/M
1372,5K,Division:M 60-64,"Albuquerque, NEW MEXICO",24:57.2,8:03/M
1373,5K,Division:F 55-59,"Albuquerque, NEW MEXICO",50:57.3,16:26/M
1374,5K,Division:F 50-54,"Provo, UTAH",28:55.6,9:20/M
1375,5K,Division:F 25-29,"Salt Lake City, UTAH",42:15.4,13:38/M
1376,5K,Division:F 45-49,"Clarksville, TENNESSEE",44:28.4,14:21/M
1377,5K,Division:M 50-54,"Clarksville, TENNESSEE",26:42.0,8:37/M
1378,5K,Division:F 16-19,"Clarksville, TENNESSEE",43:09.8,13:55/M
1379,5K,Division:M 50-54,"Woodland Hills, UTAH",33:05.4,10:40/M
1380,10K,Division:M  1- 9,"Spanish Fork, UTAH",39:39.1,6:24/M
1381,10K,Division:F 35-39,"Spanish Fork, UTAH",39:55.4,6:26/M
1382,5K,Division:M 40-44,"Salt Lake City, UTAH",23:13.9,7:30/M
1383,10K,Division:M 35-39,"Spanish Fork, UTAH",59:59.7,9:41/M
1384,5K,Division:F 40-44,"Salt Lake City, UTAH",54:43.4,17:39/M
1385,5K,Division:F 40-44,"Springville, UTAH",38:48.6,12:31/M
1386,5K,Division:M 25-29,"Declo, IDAHO",26:46.0,8:38/M
1387,5K,Division:F 20-24,"Declo, IDAHO",1:04:12.6,20:43/M
1388,5K,Division:M 40-44,"Roanoke, TEXAS",34:23.9,11:06/M
1389,5K,Division:F 35-39,"Roanoke, TEXAS",34:01.5,10:59/M
1390,5K,Division:M 10-12,"Roanoke, TEXAS",27:58.1,9:01/M
1391,5K,Division:M 10-12,"Roanoke, TEXAS",32:57.7,10:38/M
1392,5K,Division:F 10-12,"Provo, UTAH",28:05.7,9:04/M
1393,5K,Division:M 35-39,"Provo, UTAH",28:12.2,9:06/M
1394,5K,Division:F 13-15,"Canton, GEORGIA",24:34.6,7:56/M
1395,5K,Division:M 10-12,"Canton, GEORGIA",27:47.8,8:58/M
1397,5K,Division:M  1- 9,"Canton, GEORGIA",33:02.9,10:40/M
1398,5K,Division:M 55-59,"Herriman, UTAH",52:40.0,16:59/M
1399,5K,Division:F 55-59,"Herriman, UTAH",52:41.6,17:00/M
1400,5K,Division:F 35-39,"Idaho Falls, IDAHO",38:52.6,12:32/M
1401,5K,Division:M 35-39,"Idaho Falls, IDAHO",49:45.8,16:03/M
1402,5K,Division:F  1- 9,"Idaho Falls, IDAHO",38:53.2,12:33/M
1403,5K,Division:M 16-19,"Provo, UTAH",22:55.4,7:24/M
1404,5K,Division:M 45-49,"Provo, UTAH",33:09.6,10:42/M
1405,5K,Division:M 16-19,"Provo, UTAH",25:14.0,8:08/M
1406,5K,Division:F  1- 9,"Idaho Falls, IDAHO",49:46.6,16:03/M
1407,5K,Division:F 40-44,"Provo, UTAH",55:22.2,17:52/M
1408,5K,Division:M 40-44,"Provo, UTAH",35:37.6,11:30/M
1409,5K,Division:F  1- 9,"Provo, UTAH",35:39.7,11:30/M
1410,5K,Division:F  1- 9,"Provo, UTAH",55:02.5,17:45/M
1411,5K,Division:M  1- 9,"Provo, UTAH",55:22.1,17:52/M
1412,5K,Division:F 50-54,"Provo, UTAH",24:15.4,7:49/M
1413,5K,Division:M 16-19,"Provo, UTAH",25:07.2,8:06/M
1414,5K,Division:F 70-80,"Nephi, UTAH",56:48.2,18:19/M
1415,5K,Division:M 25-29,"Provo, UTAH",27:45.5,8:57/M
1416,5K,Division:M 30-34,"Vineyard, UTAH",21:50.1,7:03/M
1417,5K,Division:F 30-34,"Provo, UTAH",43:57.4,14:11/M
1418,5K,Division:M 30-34,"Provo, UTAH",28:42.3,9:16/M
1419,5K,Division:F 30-34,"Lindon, UTAH",56:17.4,18:10/M
1420,5K,Division:M 70-80,"Saratoga Springs, UTAH",33:13.1,10:43/M
1421,5K,Division:M 70-80,"Provo, UTAH",58:04.9,18:44/M
1423,5K,Division:F 35-39,"Provo, UTAH",33:38.7,10:51/M
1424,5K,Division:M 40-44,"Provo, UTAH",29:26.2,9:30/M
1425,5K,Division:M  1- 9,"Provo, UTAH",32:56.4,10:38/M
1426,5K,Division:F 70-80,"Provo, UTAH",39:25.0,12:43/M
1431,5K,Division:F 20-24,"Provo, UTAH",38:54.3,12:33/M
1432,5K,Division:M 45-49,"Orem, UTAH",39:24.2,12:43/M
1434,5K,Division:F 40-44,"Lehi, UTAH",41:39.2,13:26/M
1435,5K,Division:M 13-15,"Lehi, UTAH",35:19.4,11:24/M
1436,5K,Division:M 60-64,"Orem, UTAH",27:20.1,8:49/M
1437,5K,Division:M 13-15,"Provo, UTAH",27:01.7,8:43/M
1438,5K,Division:M 10-12,"Provo, UTAH",41:12.4,13:18/M
1439,5K,Division:M 10-12,"Provo, UTAH",46:17.1,14:56/M
1440,5K,Division:F 40-44,"Provo, UTAH",46:31.0,15:00/M
1441,5K,Division:M 30-34,"Provo, UTAH",26:30.0,8:33/M
1442,5K,Division:M 30-34,"Provo, UTAH",26:30.7,8:33/M
1443,5K,Division:F 20-24,"Salt Lake City, UTAH",43:10.2,13:56/M
1444,5K,Division:M 20-24,"Salt Lake City, UTAH",34:45.9,11:13/M
1445,5K,Division:M 45-49,"Lindon, UTAH",25:47.6,8:19/M
1446,5K,Division:M 13-15,"Lindon, UTAH",22:50.5,7:22/M
1447,5K,Division:F 25-29,"Yakima, WASHINGTON",28:12.4,9:06/M
1448,5K,Division:M 25-29,"Yakima, WASHINGTON",28:03.0,9:03/M
1449,5K,Division:M 50-54,"Provo, UTAH",27:22.8,8:50/M
1450,5K,Division:M 50-54,"Spanish Fork, UTAH",55:06.4,17:47/M
1451,5K,Division:F 55-59,"Spanish Fork, UTAH",53:20.6,17:12/M
1452,5K,Division:F 50-54,"Orem, UTAH",33:01.3,10:39/M
1453,5K,Division:F 13-15,"Orem, UTAH",20:07.0,6:29/M
1454,5K,Division:F 10-12,"Orem, UTAH",22:23.6,7:13/M
1456,5K,Division:M 65-69,"Provo, UTAH",42:23.4,13:40/M
1457,5K,Division:F 30-34,"Herriman, UTAH",33:52.4,10:56/M
1458,5K,Division:F 70-80,"Provo, UTAH",45:23.6,14:39/M
1460,5K,Division:F 55-59,"Lehi, UTAH",36:08.2,11:39/M
1461,5K,Division:F 30-34,"Orem, UTAH",1:03:39.7,20:32/M
1462,5K,Division:M 16-19,"Lehi, UTAH",24:15.8,7:50/M
1463,5K,Division:M 13-15,"Lehi, UTAH",22:35.0,7:17/M
1464,5K,Division:M 50-54,"Lehi, UTAH",33:14.3,10:43/M
1466,5K,Division:F 13-15,"Lehi, UTAH",33:14.0,10:43/M
1467,5K,Division:M 50-54,"Lehi, UTAH",26:48.6,8:39/M
1468,5K,Division:F 10-12,"Lehi, UTAH",39:58.3,12:54/M
1469,5K,Division:F 25-29,"Lehi, UTAH",1:00:48.8,19:37/M
1470,5K,Division:F 25-29,"Lehi, UTAH",31:47.3,10:15/M
1471,5K,Division:M 25-29,"Lehi, UTAH",31:46.7,10:15/M
1473,5K,Division:F 35-39,"Orem, UTAH",40:03.6,12:55/M
1474,5K,Division:M 55-59,"Provo, UTAH",58:47.9,18:58/M
1475,5K,Division:F 50-54,"Provo, UTAH",58:46.9,18:58/M
1476,5K,Division:F 13-15,"Provo, UTAH",29:31.8,9:32/M
1477,5K,Division:F 50-54,"Ephraim, UTAH",35:28.5,11:27/M
1478,5K,Division:M 50-54,"Ephraim, UTAH",29:20.1,9:28/M
1479,5K,Division:F 13-15,"Ephraim, UTAH",30:00.3,9:41/M
1480,5K,Division:M 13-15,"Ephraim, UTAH",23:19.6,7:31/M
1481,5K,Division:M 16-19,"Eagle Mountain, UTAH",34:34.1,11:09/M
1482,5K,Division:F 25-29,"Saint George, UTAH",1:04:11.1,20:42/M
1483,5K,Division:F 25-29,"Mesa, ARIZONA",39:33.9,12:46/M
1484,5K,Division:M 45-49,"Saratoga Springs, UTAH",28:29.1,9:11/M
1485,5K,Division:F 45-49,"Saratoga Springs, UTAH",33:49.4,10:55/M
1486,5K,Division:M 16-19,"Saratoga Springs, UTAH",15:44.0,5:05/M
1487,5K,Division:F 13-15,"Saratoga Springs, UTAH",33:19.0,10:45/M
1488,5K,Division:M 10-12,"Saratoga Springs, UTAH",28:28.5,9:11/M
1489,5K,Division:M 35-39,"Eagle Mountain, UTAH",55:55.9,18:03/M
1490,5K,Division:F 35-39,"Eagle Mountain, UTAH",55:35.7,17:56/M
1491,5K,Division:F  1- 9,"Eagle Mountain, UTAH",55:35.9,17:56/M
1492,5K,Division:F 25-29,"Bluffdale, UTAH",39:34.7,12:46/M
1493,5K,Division:F  1- 9,"Eagle Mountain, UTAH",55:35.7,17:56/M
1494,5K,Division:M  1- 9,"Eagle Mountain, UTAH",55:56.4,18:03/M
1495,5K,Division:F 50-54,"Meridian, IDAHO",1:04:13.0,20:43/M
1496,5K,Division:M 25-29,"Saint George, UTAH",1:04:11.1,20:42/M
1497,5K,Division:F 45-49,"Pleasant Grove, UTAH",36:52.2,11:54/M
1498,5K,Division:M 16-19,"Pleasant Grove, UTAH",51:05.6,16:29/M
1499,5K,Division:M 45-49,"Provo, UTAH",27:57.7,9:01/M
1500,5K,Division:F 45-49,"Provo, UTAH",49:52.4,16:05/M
1501,5K,Division:F 13-15,"Provo, UTAH",32:21.0,10:26/M
1502,5K,Division:F  1- 9,"Provo, UTAH",49:50.7,16:05/M
1503,5K,Division:M 45-49,"Orem, UTAH",38:14.2,12:20/M
1504,5K,Division:M 10-12,"Orem, UTAH",38:29.0,12:25/M
1505,5K,Division:F  1- 9,"Orem, UTAH",38:41.9,12:29/M
1506,5K,Division:F 30-34,"Wilmington, DELAWARE",41:10.2,13:17/M
1507,5K,Division:M 10-12,"Lehi, UTAH",37:19.9,12:03/M
1508,5K,Division:F 10-12,"Eagle Mountain, UTAH",53:19.9,17:12/M
1509,5K,Division:M 10-12,"Lehi, UTAH",37:19.5,12:02/M
1510,5K,Division:M 16-19,"Vineyard, UTAH",26:01.6,8:24/M
1511,5K,Division:M 13-15,"Vineyard, UTAH",19:52.9,6:25/M
1512,5K,Division:M 10-12,"Vineyard, UTAH",28:17.9,9:08/M
1513,5K,Division:F  1- 9,"Vineyard, UTAH",36:36.5,11:49/M
1514,5K,Division:M 55-59,"Pleasant Grove, UTAH",32:21.1,10:26/M
1515,5K,Division:F 55-59,"Pleasant Grove, UTAH",37:44.2,12:10/M
1516,5K,Division:M 45-49,"Mapleton, UTAH",32:51.1,10:36/M
1517,5K,Division:M 16-19,"Pleasant Grove, UTAH",27:17.5,8:48/M
1518,5K,Division:M 50-54,"Meridian, IDAHO",1:04:10.2,20:42/M
1519,5K,Division:M 45-49,"Sherwood, OREGON",29:02.2,9:22/M
1520,5K,Division:F 45-49,"Sherwood, OREGON",30:54.2,9:58/M
1521,5K,Division:F 16-19,"Sherwood, OREGON",27:10.2,8:46/M
1522,5K,Division:F 13-15,"Sherwood, OREGON",27:12.1,8:46/M
1523,5K,Division:M 60-64,"Lindon, UTAH",30:36.7,9:52/M
1524,5K,Division:M 40-44,"Syracuse, UTAH",29:29.7,9:31/M
1525,5K,Division:M 16-19,"Syracuse, UTAH",27:15.7,8:48/M
1526,5K,Division:M 20-24,"Lehi, UTAH",21:23.3,6:54/M
1527,5K,Division:F 20-24,"Lehi, UTAH",33:54.2,10:56/M
1528,5K,Division:F 40-44,"Spanish Fork, UTAH",32:11.8,10:23/M
1529,5K,Division:M 13-15,"Spanish Fork, UTAH",23:10.6,7:29/M
1530,5K,Division:F 20-24,"Orem, UTAH",26:00.8,8:23/M
1531,5K,Division:M 20-24,"Orem, UTAH",30:09.1,9:44/M
1532,5K,Division:F 65-69,"Orem, UTAH",1:03:14.1,20:24/M
1533,5K,Division:F 45-49,"Lexington, SOUTH CARO",32:10.5,10:23/M
1534,5K,Division:F 50-54,"St George, UTAH",32:42.0,10:33/M
1535,5K,Division:M 13-15,"Lexington, SOUTH CARO",23:56.3,7:43/M
1537,5K,Division:F 16-19,"St George, UTAH",26:53.1,8:40/M
1538,5K,Division:F 20-24,"St George, UTAH",31:54.4,10:18/M
1539,5K,Division:F 50-54,"Boise, IDAHO",49:42.1,16:02/M
1540,5K,Division:M 10-12,"Lehi, UTAH",22:18.0,7:12/M
1541,5K,Division:F 16-19,"Lehi, UTAH",22:02.7,7:07/M
1542,5K,Division:F 13-15,"Saratoga Springs, UTAH",39:43.6,12:49/M
1543,5K,Division:F 13-15,"Saratoga Springs, UTAH",26:46.7,8:38/M
1544,5K,Division:F 65-69,"Orem, UTAH",1:03:22.3,20:27/M
1545,5K,Division:F 16-19,"Saratoga Springs, UTAH",38:07.1,12:18/M
1546,5K,Division:F 40-44,"Saratoga Springs, UTAH",30:23.7,9:48/M
1547,5K,Division:M 40-44,"Saratoga Springs, UTAH",39:13.2,12:39/M
1548,5K,Division:F 35-39,"Vineyard, UTAH",39:58.6,12:54/M
1549,5K,Division:F 25-29,"Orem, UTAH",35:43.4,11:31/M
1550,5K,Division:M 35-39,"Orem, UTAH",35:42.2,11:31/M
1551,5K,Division:M 20-24,"West Valley City, UTAH",18:33.3,5:59/M
1552,5K,Division:F 25-29,"West Valley City, UTAH",21:54.4,7:04/M
1553,5K,Division:M 35-39,"Nephi, UTAH",54:00.0,17:25/M
1554,5K,Division:F 35-39,"Nephi, UTAH",54:24.5,17:33/M
1555,5K,Division:F 10-12,"Nephi, UTAH",53:59.2,17:25/M
1556,5K,Division:F  1- 9,"Nephi, UTAH",56:24.2,18:12/M
1557,5K,Division:F 50-54,"Highland, UTAH",34:23.3,11:06/M
1558,5K,Division:M 40-44,"Mayaguez, PUERTO RIC",30:40.2,9:54/M
1559,5K,Division:F 25-29,"Salt Lake City, UTAH",34:19.3,11:04/M
1560,5K,Division:F 45-49,"Pleasant Grove, UTAH",35:15.4,11:22/M
1562,5K,Division:M 35-39,"Mayfield Heights, OHIO",34:29.9,11:08/M
1563,5K,Division:F 10-12,"Mayfield Heights, OHIO",34:27.5,11:07/M
1564,5K,Division:F 40-44,"La Grande, OREGON",33:34.3,10:50/M
1565,5K,Division:M 45-49,"Orem, UTAH",20:57.9,6:46/M
1566,5K,Division:F 45-49,"Orem, UTAH",36:23.7,11:44/M
1567,5K,Division:M 10-12,"La Grande, OREGON",32:56.1,10:37/M
1568,5K,Division:M 16-19,"Orem, UTAH",23:09.5,7:28/M
1569,5K,Division:M 55-59,"Pleasant Grove, UTAH",29:19.4,9:28/M
1570,5K,Division:F 13-15,"Orem, UTAH",29:16.7,9:27/M
1571,5K,Division:M 13-15,"Orem, UTAH",33:50.5,10:55/M
1572,5K,Division:M  1- 9,"Orem, UTAH",35:51.3,11:34/M
1573,5K,Division:F 50-54,"Blanding, UTAH",30:59.1,10:00/M
1574,5K,Division:F 25-29,"Orem, UTAH",32:27.1,10:28/M
1575,5K,Division:M 25-29,"Orem, UTAH",30:20.7,9:47/M
1576,5K,Division:M 60-64,"Hood River, OREGON",49:41.4,16:02/M
1577,5K,Division:F 45-49,"Lehi, UTAH",35:51.2,11:34/M
1578,5K,Division:F 55-59,"Hood River, OREGON",47:22.7,15:17/M
1579,5K,Division:F 20-24,"Provo, UTAH",49:41.6,16:02/M
1580,5K,Division:M 25-29,"Orem, UTAH",21:55.0,7:04/M
1581,5K,Division:F 40-44,"Billings, MONTANA",46:54.8,15:08/M
1582,5K,Division:F 13-15,"Billings, MONTANA",32:23.9,10:27/M
1583,5K,Division:M 13-15,"Billings, MONTANA",39:04.3,12:36/M
1584,5K,Division:F 10-12,"Billings, MONTANA",45:41.0,14:44/M
1585,5K,Division:M 20-24,"Orem, UTAH",31:53.4,10:17/M
1586,5K,Division:F 45-49,"Flower Mound, TEXAS",37:08.5,11:59/M
1587,5K,Division:M 13-15,"Flower Mound, TEXAS",40:48.0,13:10/M
1588,5K,Division:F 16-19,"Flower Mound, TEXAS",33:29.2,10:48/M
1589,5K,Division:F 10-12,"Flower Mound, TEXAS",55:49.9,18:01/M
1590,5K,Division:F 10-12,"Spanish Fork, UTAH",56:40.4,18:17/M
1592,5K,Division:M 50-54,"American Fork, UTAH",26:20.8,8:30/M
1594,5K,Division:M 10-12,"Spanish Fork, UTAH",56:54.8,18:22/M
1595,5K,Division:M 20-24,"American Fork, UTAH",22:52.7,7:23/M
1596,5K,Division:M 13-15,"American Fork, UTAH",23:12.8,7:29/M
1597,5K,Division:M 40-44,"Lehi, UTAH",49:06.8,15:51/M
1598,5K,Division:F 25-29,"American Fork, UTAH",38:59.4,12:35/M
1599,5K,Division:F 40-44,"Lehi, UTAH",40:27.0,13:03/M
1600,5K,Division:M 16-19,"Frisco, TEXAS",34:10.3,11:01/M
1601,5K,Division:M 16-19,"Lehi, UTAH",15:52.4,5:07/M
1602,5K,Division:F 13-15,"Lehi, UTAH",49:13.6,15:53/M
1603,5K,Division:M 40-44,"Las Vegas, NEVADA",26:40.4,8:36/M
1604,5K,Division:F 55-59,"Springville, UTAH",39:06.4,12:37/M
1605,5K,Division:F 10-12,"Lehi, UTAH",25:17.7,8:10/M
1606,5K,Division:F  1- 9,"Lehi, UTAH",40:26.2,13:03/M
1607,5K,Division:F  1- 9,"Lehi, UTAH",49:04.3,15:50/M
1608,5K,Division:F 20-24,"Lehi, UTAH",19:44.3,6:22/M
1609,5K,Division:M 13-15,"Las Vegas, NEVADA",45:19.9,14:37/M
1610,5K,Division:M 20-24,"Lehi, UTAH",16:22.1,5:17/M
1611,5K,Division:M 13-15,"Las Vegas, NEVADA",25:49.0,8:20/M
1612,5K,Division:M 16-19,"Springville, UTAH",38:57.6,12:34/M
1613,5K,Division:M 13-15,"Springville, UTAH",41:58.7,13:32/M
1614,5K,Division:F 16-19,"Farmington, UTAH",23:45.6,7:40/M
1615,5K,Division:F 13-15,"Farmington, UTAH",28:49.1,9:18/M
1616,5K,Division:M 10-12,"Farmington, UTAH",31:46.6,10:15/M
1617,5K,Division:M  1- 9,"Farmington, UTAH",43:45.8,14:07/M
1618,5K,Division:F  1- 9,"Farmington, UTAH",59:35.8,19:14/M
1619,5K,Division:M 50-54,"Colorado Spgs, COLORADO",35:56.5,11:36/M
1620,5K,Division:M 20-24,"Colorado Spgs, COLORADO",28:39.6,9:15/M
1621,5K,Division:F 16-19,"Colorado Spgs, COLORADO",34:08.7,11:01/M
1622,5K,Division:M 35-39,"Orem, UTAH",24:32.5,7:55/M
1623,5K,Division:F 20-24,"Provo, UTAH",30:45.3,9:55/M
1624,5K,Division:F 20-24,"Pleasant Grove, UTAH",33:59.5,10:58/M
1625,5K,Division:M 20-24,"Provo, UTAH",29:08.6,9:24/M
1626,5K,Division:F 45-49,"Eagle Mountain, UTAH",34:45.9,11:13/M
1627,5K,Division:F 13-15,"Eagle Mountain, UTAH",34:37.7,11:10/M
1628,5K,Division:F 50-54,"Thornton, COLORADO",31:02.3,10:01/M
1629,5K,Division:M 16-19,"Thornton, COLORADO",17:38.9,5:42/M
1630,5K,Division:M 25-29,"Provo, UTAH",28:53.3,9:19/M
1631,5K,Division:F 10-12,"Mayaguez, PUERTO RIC",48:42.7,15:43/M
1632,5K,Division:M  1- 9,"Mayaguez, PUERTO RIC",35:35.2,11:29/M
1633,5K,Division:M 35-39,"San Diego, CALIFORNIA",29:14.1,9:26/M
1634,5K,Division:M 10-12,"San Diego, CALIFORNIA",27:54.0,9:00/M
1635,5K,Division:M 45-49,"Provo, UTAH",15:41.0,5:04/M
1636,5K,Division:M 16-19,"Provo, UTAH",16:04.1,5:11/M
1637,5K,Division:F 13-15,"Provo, UTAH",18:07.5,5:51/M
1638,5K,Division:M 10-12,"San Diego, CALIFORNIA",45:39.5,14:44/M
1639,5K,Division:M  1- 9,"San Diego, CALIFORNIA",31:52.2,10:17/M
1641,5K,Division:F 45-49,"Mapleton, UTAH",25:54.5,8:21/M
1642,5K,Division:F 45-49,"Provo, UTAH",39:32.1,12:45/M
1643,5K,Division:M 25-29,"Meridian, IDAHO",30:32.3,9:51/M
1644,5K,Division:F 25-29,"Meridian, IDAHO",32:21.1,10:26/M
1645,5K,Division:M 50-54,"Provo, UTAH",35:43.6,11:32/M
1646,5K,Division:F 13-15,"Provo, UTAH",35:45.1,11:32/M
1648,5K,Division:M 40-44,"Saratoga Springs, UTAH",1:01:29.0,19:50/M
1649,5K,Division:M  1- 9,"Saratoga Springs, UTAH",1:01:26.2,19:49/M
1652,5K,Division:F 25-29,"Saratoga Springs, UTAH",55:39.6,17:57/M
1653,5K,Division:F 20-24,"Saratoga Springs, UTAH",46:56.5,15:09/M
1654,5K,Division:F 16-19,"Saratoga Springs, UTAH",49:02.1,15:49/M
1655,5K,Division:F 16-19,"Saratoga Springs, UTAH",55:41.3,17:58/M
1656,5K,Division:F 40-44,"Salt Lake City, UTAH",49:46.6,16:03/M
1657,5K,Division:F 35-39,"Surprise, ARIZONA",1:01:28.4,19:50/M
1658,5K,Division:M 35-39,"Surprise, ARIZONA",1:01:27.3,19:49/M
1659,5K,Division:F 10-12,"Surprise, ARIZONA",39:46.9,12:50/M
1660,5K,Division:F 10-12,"Surprise, ARIZONA",42:02.2,13:34/M
1661,5K,Division:F  1- 9,"Surprise, ARIZONA",1:01:29.6,19:50/M
1662,5K,Division:M 45-49,"Highland, UTAH",20:04.3,6:29/M
1663,5K,Division:M 65-69,"Snyderville, UTAH",37:59.0,12:15/M
1664,5K,Division:M 50-54,"Snyderville, UTAH",37:58.4,12:15/M
1665,5K,Division:F 40-44,"Provo, UTAH",32:29.4,10:29/M
1666,5K,Division:M 50-54,"Provo, UTAH",50:38.9,16:20/M
1667,5K,Division:M 16-19,"Provo, UTAH",25:21.5,8:11/M
1668,5K,Division:F 13-15,"Provo, UTAH",32:20.8,10:26/M
1669,5K,Division:M 13-15,"Orem, UTAH",25:37.3,8:16/M
1670,5K,Division:F 45-49,"Orem, UTAH",28:52.6,9:19/M
1671,5K,Division:F 10-12,"Orem, UTAH",28:52.4,9:19/M
1672,5K,Division:F 45-49,"Springville, UTAH",32:58.0,10:38/M
1673,5K,Division:M 13-15,"Springville, UTAH",25:00.1,8:04/M
1674,5K,Division:M 55-59,"Pleasant Grv, UTAH",20:41.3,6:40/M
1675,5K,Division:F 16-19,"Pleasant Grv, UTAH",20:49.7,6:43/M
1676,5K,Division:M 45-49,"Spanish Fork, UTAH",31:17.3,10:06/M
1677,5K,Division:F 45-49,"Spanish Fork, UTAH",31:18.5,10:06/M
1678,5K,Division:F 16-19,"Spanish Fork, UTAH",32:34.0,10:30/M
1679,5K,Division:F 13-15,"Spanish Fork, UTAH",32:33.2,10:30/M
1680,5K,Division:M 10-12,"Spanish Fork, UTAH",28:03.0,9:03/M
1681,5K,Division:M 16-19,"Eagle Mountain, UTAH",25:14.8,8:09/M
1683,5K,Division:M 30-34,"Spanish Fork, UTAH",33:14.3,10:43/M
1684,5K,Division:F 25-29,"Spanish Fork, UTAH",33:13.9,10:43/M
1685,5K,Division:F 25-29,"Lehi, UTAH",27:49.6,8:59/M
1686,5K,Division:M 30-34,"Lehi, UTAH",27:50.5,8:59/M
1687,5K,Division:M 13-15,"Orem, UTAH",19:06.7,6:10/M
1688,5K,Division:F 40-44,"Orem, UTAH",21:30.9,6:56/M
1689,5K,Division:F 40-44,"Orem, UTAH",28:12.0,9:06/M
1690,5K,Division:M 13-15,"Orem, UTAH",28:11.6,9:06/M
1693,5K,Division:M 40-44,"Vineyard, UTAH",37:26.7,12:05/M
1694,5K,Division:F 45-49,"Vineyard, UTAH",37:25.6,12:04/M
1695,5K,Division:F 50-54,"Pleasant Grove, UTAH",33:43.4,10:53/M
1696,5K,Division:M 10-12,"Vineyard, UTAH",37:16.4,12:01/M
1697,5K,Division:F  1- 9,"Vineyard, UTAH",37:26.2,12:05/M
1698,5K,Division:M 25-29,"Pleasant Grove, UTAH",33:09.6,10:42/M
1699,5K,Division:M 35-39,"Provo, UTAH",21:57.4,7:05/M
1705,5K,Division:M 55-59,"Lehi, UTAH",27:43.1,8:57/M
1706,5K,Division:F 50-54,"Lehi, UTAH",45:39.1,14:44/M
1707,5K,Division:M 25-29,"Lehi, UTAH",45:38.1,14:43/M
1708,5K,Division:F 45-49,"Gilbert, ARIZONA",32:17.4,10:25/M
1709,5K,Division:F 25-29,"Lehi, UTAH",36:14.0,11:41/M
1710,5K,Division:M 25-29,"Lehi, UTAH",30:01.5,9:41/M
1711,5K,Division:F 16-19,"Gilbert, ARIZONA",30:20.3,9:47/M
1712,5K,Division:M 13-15,"Gilbert, ARIZONA",25:34.6,8:15/M
