bib,race,division,city,time,pace
1713,5K,Division:M 10-12,"Gilbert, ARIZONA",30:09.3,9:44/M
1714,5K,Division:M 20-24,"Lehi, UTAH",26:04.3,8:25/M
1716,5K,Division:F 20-24,"Lehi, UTAH",36:12.7,11:41/M
1719,5K,Division:M 25-29,"Vineyard, UTAH",25:02.8,8:05/M
1720,5K,Division:F 20-24,"Vineyard, UTAH",32:39.9,10:32/M
1722,5K,Division:F 30-34,"Lehi, UTAH",37:33.3,12:07/M
1723,5K,Division:M 40-44,"Provo, UTAH",29:39.6,9:34/M
1725,5K,Division:M 13-15,"Provo, UTAH",27:32.1,8:53/M
1726,5K,Division:F 60-64,"Pleasant Grv, UTAH",39:44.9,12:49/M
1727,5K,Division:M 60-64,"Pleasant Grv, UTAH",33:27.0,10:47/M
1728,5K,Division:F 10-12,"Orem, UTAH",31:00.0,10:00/M
1729,5K,Division:M  1- 9,"Orem, UTAH",31:40.8,10:13/M
1730,5K,Division:M 40-44,"Lehi, UTAH",31:24.8,10:08/M
1731,5K,Division:F 40-44,"Lehi, UTAH",54:35.1,17:36/M
1733,5K,Division:M 10-12,"Lehi, UTAH",54:41.5,17:39/M
1734,5K,Division:F 50-54,"Orem, UTAH",30:24.6,9:49/M
1735,5K,Division:M 16-19,"Orem, UTAH",24:35.8,7:56/M
1736,5K,Division:M 25-29,"Orem, UTAH",32:51.4,10:36/M
1737,5K,Division:F 35-39,"Orem, UTAH",29:13.6,9:26/M
1739,5K,Division:M 25-29,"Orem, UTAH",25:38.5,8:16/M
1740,5K,Division:F 35-39,"Orem, UTAH",32:12.4,10:23/M
1741,5K,Division:M 10-12,"Orem, UTAH",32:10.4,10:23/M
1742,5K,Division:F 20-24,"Provo, UTAH",29:36.4,9:33/M
1743,5K,Division:M 20-24,"Provo, UTAH",31:43.4,10:14/M
1744,5K,Division:M 35-39,"Pleasant Grove, UTAH",21:40.0,6:59/M
1745,5K,Division:F 50-54,"Orem, UTAH",1:00:52.1,19:38/M
1746,5K,Division:M 10-12,"Orem, UTAH",1:00:51.3,19:38/M
1748,5K,Division:M 50-54,"Orem, UTAH",24:24.2,7:52/M
1749,1 Mile,Division:F 14-99,"Orem, UTAH",14:17.0,14:17/M
1753,5K,Division:F 40-44,"Provo, UTAH",38:10.6,12:19/M
1754,5K,Division:M  1- 9,"Provo, UTAH",38:12.0,12:19/M
1755,5K,Division:M 10-12,"Provo, UTAH",47:15.7,15:15/M
1756,5K,Division:M  1- 9,"Provo, UTAH",38:06.6,12:18/M
1757,5K,Division:M 40-44,"Lehi, UTAH",30:25.0,9:49/M
1758,5K,Division:M 20-24,"American Fork, UTAH",54:05.7,17:27/M
1759,5K,Division:M 60-64,"Pleasant Grove, UTAH",30:25.1,9:49/M
1760,5K,Division:F 55-59,"Springville, UTAH",50:06.0,16:10/M
1761,5K,Division:M 60-64,"Springville, UTAH",51:00.5,16:27/M
1762,5K,Division:M 25-29,"Springville, UTAH",21:58.7,7:05/M
1763,5K,Division:F 25-29,"Springville, UTAH",26:56.9,8:42/M
1764,5K,Division:M 30-34,"Springville, UTAH",31:41.8,10:14/M
1765,5K,Division:F 25-29,"Springville, UTAH",30:57.3,9:59/M
1766,5K,Division:M 45-49,"Springville, UTAH",36:07.0,11:39/M
1767,5K,Division:M  1- 9,"Springville, UTAH",36:08.2,11:39/M
1768,5K,Division:M 50-54,"Orem, UTAH",32:35.7,10:31/M
1769,5K,Division:F 45-49,"Orem, UTAH",27:49.9,8:59/M
1772,5K,Division:M 50-54,"North Salt Lake, UTAH",1:00:42.4,19:35/M
1774,5K,Division:M 16-19,"North Salt Lake, UTAH",31:57.4,10:19/M
1775,5K,Division:F 13-15,"North Salt Lake, UTAH",46:22.5,14:58/M
1776,5K,Division:M 10-12,"North Salt Lake, UTAH",41:03.0,13:15/M
1780,5K,Division:M 50-54,"Austin, TEXAS",30:18.0,9:46/M
1781,5K,Division:M 40-44,"Mona, UTAH",42:21.3,13:40/M
1782,5K,Division:F 35-39,"Mona, UTAH",37:46.7,12:11/M
1783,5K,Division:M 13-15,"Mona, UTAH",34:56.2,11:16/M
1784,5K,Division:M 10-12,"Mona, UTAH",34:55.4,11:16/M
1785,5K,Division:F  1- 9,"Mona, UTAH",37:36.4,12:08/M
1786,5K,Division:F  1- 9,"Mona, UTAH",34:56.9,11:16/M
1787,5K,Division:F 20-24,"Orem, UTAH",40:21.9,13:01/M
1788,5K,Division:M 45-49,"Draper, UTAH",18:15.0,5:53/M
1789,5K,Division:F 45-49,"Pleasant Grv, UTAH",38:37.1,12:27/M
1790,5K,Division:M 20-24,"Pleasant Grv, UTAH",38:36.0,12:27/M
1791,5K,Division:M 70-80,"Lehi, UTAH",55:07.1,17:47/M
1792,5K,Division:M 65-69,"Lindon, UTAH",30:51.3,9:57/M
1793,5K,Division:M 25-29,"Provo, UTAH",17:49.4,5:45/M
1794,5K,Division:F 20-24,"Eagle Mountain, UTAH",36:01.9,11:37/M
1795,5K,Division:M 30-34,"Orem, UTAH",30:49.6,9:57/M
1796,5K,Division:M 45-49,"Orem, UTAH",23:48.5,7:41/M
1797,5K,Division:M 20-24,"Orem, UTAH",34:21.8,11:05/M
1799,5K,Division:M 35-39,"Eagle Mountain, UTAH",53:38.2,17:18/M
1800,5K,Division:F  1- 9,"Eagle Mountain, UTAH",1:08:45.9,22:11/M
1801,5K,Division:F 25-29,"Frisco, TEXAS",38:17.5,12:21/M
1802,5K,Division:F 40-44,"Riverton, UTAH",32:10.7,10:23/M
1803,5K,Division:M 55-59,"Spanish Fork, UTAH",25:59.8,8:23/M
1804,5K,Division:F 55-59,"Spanish Fork, UTAH",36:55.5,11:55/M
1805,5K,Division:M 30-34,"Eagle Mountain, UTAH",20:55.4,6:45/M
1807,5K,Division:F 40-44,"Orem, UTAH",41:19.2,13:20/M
1808,5K,Division:F 10-12,"Orem, UTAH",37:50.6,12:12/M
1809,5K,Division:M  1- 9,"Orem, UTAH",41:19.3,13:20/M
1810,5K,Division:F 25-29,"Lebanon, TENNESSEE",41:36.8,13:25/M
1811,10K,Division:F 30-34,"Provo, UTAH",1:03:37.0,10:16/M
1812,5K,Division:M 45-49,"Lehi, UTAH",24:38.0,7:57/M
1813,5K,Division:M 50-54,"Eagle Mountain, UTAH",36:00.7,11:37/M
1815,5K,Division:F 30-34,"Provo, UTAH",59:44.9,19:16/M
1816,5K,Division:M 40-44,"Provo, UTAH",22:42.7,7:20/M
1818,5K,Division:F 55-59,"Springville, UTAH",38:39.8,12:28/M
1819,5K,Division:F 30-34,"Springville, UTAH",1:00:54.9,19:39/M
1820,5K,Division:F 25-29,"Payson, UTAH",58:42.6,18:56/M
1821,5K,Division:M 30-34,"Payson, UTAH",58:42.6,18:56/M
1822,5K,Division:F 30-34,"Springville, UTAH",50:22.7,16:15/M
1823,5K,Division:M 30-34,"Springville, UTAH",57:20.5,18:30/M
1824,5K,Division:M 45-49,"Mt Juliet, TENNESSEE",1:03:03.5,20:21/M
1825,5K,Division:F 45-49,"Mt Juliet, TENNESSEE",1:03:04.1,20:21/M
1826,5K,Division:F 20-24,"Provo, UTAH",45:48.8,14:47/M
1827,5K,Division:M 20-24,"Provo, UTAH",44:45.3,14:26/M
1828,5K,Division:M 20-24,"Mount Juliet, TENNESSEE",31:08.8,10:03/M
1830,5K,Division:F 13-15,"Mount Juliet, TENNESSEE",39:05.8,12:37/M
1831,5K,Division:F 30-34,"Spanish Fork, UTAH",30:29.0,9:50/M
1832,5K,Division:M 35-39,"Orem, UTAH",35:25.5,11:26/M
1833,5K,Division:M 10-12,"Orem, UTAH",35:26.8,11:26/M
1834,5K,Division:F 20-24,"American Fork, UTAH",27:37.0,8:55/M
1837,5K,Division:F 50-54,"Pleasant Grv, UTAH",49:41.5,16:02/M
1838,5K,Division:F 25-29,"Pleasant Grv, UTAH",48:18.5,15:35/M
1839,5K,Division:M 30-34,"Pleasant Grv, UTAH",49:03.9,15:50/M
1840,5K,Division:F 25-29,"Pleasant Grv, UTAH",49:08.1,15:51/M
1841,5K,Division:M 55-59,"Orem, UTAH",26:26.6,8:32/M
1842,5K,Division:M 16-19,"Orem, UTAH",27:29.0,8:52/M
1843,5K,Division:F 20-24,"Provo, UTAH",42:19.7,13:39/M
1846,5K,Division:M 35-39,"Lehi, UTAH",39:36.2,12:47/M
1847,5K,Division:F 25-29,"Lehi, UTAH",39:37.0,12:47/M
1848,5K,Division:M 30-34,"Orem, UTAH",43:23.2,14:00/M
1849,5K,Division:M 25-29,"Orem, UTAH",17:08.9,5:32/M
1850,5K,Division:F 30-34,"Meridian, IDAHO",46:53.0,15:07/M
1851,5K,Division:M 35-39,"Provo, UTAH",47:34.6,15:21/M
1852,5K,Division:M 25-29,"Pleasant Grove, UTAH",47:00.4,15:10/M
1853,5K,Division:F 30-34,"Provo, UTAH",31:02.3,10:01/M
1854,5K,Division:M 60-64,"Provo, UTAH",47:10.4,15:13/M
1857,5K,Division:F 55-59,"Springville, UTAH",54:04.5,17:27/M
1859,5K,Division:F 35-39,"Orem, UTAH",30:52.7,9:58/M
1860,5K,Division:F 50-54,"Clovis, CALIFORNIA",1:16:39.3,24:44/M
1861,5K,Division:M 20-24,"Clovis, CALIFORNIA",1:16:20.5,24:38/M
1862,5K,Division:F 20-24,"Orem, UTAH",56:26.0,18:12/M
1863,5K,Division:F 16-19,"Clovis, CALIFORNIA",56:24.6,18:12/M
1864,5K,Division:M 13-15,"Clovis, CALIFORNIA",1:02:17.1,20:06/M
1865,5K,Division:F 40-44,"Orem, UTAH",29:45.0,9:36/M
1866,5K,Division:M 13-15,"Orem, UTAH",23:37.0,7:37/M
1867,5K,Division:M 30-34,"Herriman, UTAH",43:44.3,14:07/M
1868,5K,Division:F 20-24,"Provo, UTAH",41:24.3,13:21/M
1869,5K,Division:M 70-80,"Orem, UTAH",32:32.9,10:30/M
1870,5K,Division:F 10-12,"Lindon, UTAH",56:18.1,18:10/M
1871,5K,Division:M 40-44,"Rigby, IDAHO",40:37.8,13:06/M
1872,5K,Division:F 40-44,"Rigby, IDAHO",46:12.7,14:54/M
1874,5K,Division:M  1- 9,"Rigby, IDAHO",40:38.0,13:06/M
1875,5K,Division:F 30-34,"Orem, UTAH",46:50.9,15:07/M
1876,5K,Division:M 25-29,"Saratoga Springs, UTAH",28:12.5,9:06/M
1877,5K,Division:F 16-19,"Mapleton, UTAH",34:29.9,11:08/M
1878,5K,Division:F 13-15,"Mapleton, UTAH",23:43.2,7:39/M
1884,5K,Division:M 16-19,"Washington, PENNSYLVAN",26:43.6,8:37/M
1885,5K,Division:M 13-15,"Washington, PENNSYLVAN",28:35.4,9:13/M
1886,5K,Division:M 30-34,"Lehi, UTAH",22:04.3,7:07/M
1888,5K,Division:F 10-12,"Springville, UTAH",50:22.6,16:15/M
1890,5K,Division:F  1- 9,"Springville, UTAH",57:19.9,18:30/M
1891,5K,Division:M  1- 9,"Springville, UTAH",50:25.4,16:16/M
1892,5K,Division:M 70-80,"Springville, UTAH",1:10:58.8,22:54/M
1893,5K,Division:F 40-44,"Highland, UTAH",34:32.7,11:09/M
1895,5K,Division:M 16-19,"Provo, UTAH",23:21.2,7:32/M
1896,5K,Division:F 30-34,"Salem, UTAH",36:04.4,11:38/M
1900,5K,Division:M 10-12,"Provo, UTAH",22:42.4,7:20/M
1901,5K,Division:M 40-44,"Provo, UTAH",27:30.1,8:52/M
1902,5K,Division:M 45-49,"Provo, UTAH",29:26.2,9:30/M
1903,5K,Division:M 30-34,"Provo, UTAH",31:33.6,10:11/M
1904,5K,Division:M 50-54,"West Jordan, UTAH",24:54.8,8:02/M
1905,5K,Division:M 55-59,"Provo, UTAH",32:07.7,10:22/M
1906,5K,Division:F 20-24,"West Jordan, UTAH",24:55.2,8:02/M
1908,5K,Division:F 30-34,"Provo, UTAH",31:34.2,10:11/M
1910,5K,Division:F  1- 9,"Provo, UTAH",44:17.0,14:17/M
1912,5K,Division:F 50-54,"Salem, UTAH",42:42.7,13:47/M
1913,5K,Division:M 40-44,"Spanish Fork, UTAH",59:23.5,19:10/M
1914,5K,Division:F 40-44,"Provo, UTAH",35:17.9,11:23/M
1915,5K,Division:F 35-39,"Spanish Fork, UTAH",41:49.2,13:29/M
1916,5K,Division:F 13-15,"Spanish Fork, UTAH",41:43.3,13:28/M
1917,5K,Division:F 10-12,"Spanish Fork, UTAH",59:23.6,19:10/M
1918,5K,Division:M  1- 9,"Spanish Fork, UTAH",37:24.5,12:04/M
1919,5K,Division:M 20-24,"Provo, UTAH",25:45.3,8:19/M
1920,5K,Division:M 30-34,"Provo, UTAH",1:04:03.8,20:40/M
1921,5K,Division:M 50-54,"Salem, UTAH",42:44.5,13:47/M
1922,5K,Division:F 25-29,"Provo, UTAH",1:04:06.2,20:41/M
1923,5K,Division:F 50-54,"Alpine, UTAH",29:37.4,9:33/M
1924,5K,Division:M 50-54,"Alpine, UTAH",33:30.1,10:48/M
1932,5K,Division:F 25-29,"Provo, UTAH",59:10.5,19:05/M
1933,5K,Division:M 25-29,"Provo, UTAH",32:55.2,10:37/M
1934,5K,Division:F 50-54,"Alpine, UTAH",29:39.3,9:34/M
1935,5K,Division:M 20-24,"Alpine, UTAH",23:08.5,7:28/M
1936,5K,Division:F 20-24,"Alpine, UTAH",27:13.6,8:47/M
1937,5K,Division:M 20-24,"Alpine, UTAH",21:17.9,6:52/M
1938,5K,Division:M 16-19,"Alpine, UTAH",21:56.6,7:05/M
1940,5K,Division:F 25-29,"Provo, UTAH",34:35.4,11:09/M
1941,5K,Division:M 40-44,"Saratoga Springs, UTAH",33:46.5,10:54/M
1942,5K,Division:M 10-12,"Saratoga Springs, UTAH",33:49.0,10:55/M
1943,5K,Division:F  1- 9,"Saratoga Springs, UTAH",44:02.2,14:12/M
1944,5K,Division:M 65-69,"Provo, UTAH",39:38.0,12:47/M
1945,5K,Division:M 35-39,"Provo, UTAH",39:36.7,12:47/M
1946,5K,Division:M 25-29,"Spanish Fork, UTAH",18:27.8,5:57/M
1948,5K,Division:F 55-59,"Smithfield, UTAH",54:01.0,17:25/M
1949,5K,Division:F 35-39,"Mapleton, UTAH",41:25.8,13:22/M
1950,5K,Division:F 13-15,"Mapleton, UTAH",54:56.5,17:43/M
1951,5K,Division:F 10-12,"Mapleton, UTAH",37:50.4,12:12/M
1952,5K,Division:M  1- 9,"Mapleton, UTAH",41:25.9,13:22/M
1953,5K,Division:F 45-49,"Provo, UTAH",43:19.2,13:58/M
1954,5K,Division:M 50-54,"Provo, UTAH",43:19.2,13:58/M
1955,5K,Division:M 10-12,"Provo, UTAH",43:19.4,13:59/M
1956,5K,Division:M  1- 9,"Provo, UTAH",43:17.7,13:58/M
1957,5K,Division:F 30-34,"Salem, UTAH",36:03.7,11:38/M
1959,5K,Division:F 40-44,"Springville, UTAH",28:07.3,9:04/M
1960,5K,Division:F 16-19,"Springville, UTAH",31:04.9,10:02/M
1961,5K,Division:M 16-19,"Springville, UTAH",27:56.3,9:01/M
1963,5K,Division:M 10-12,"Springville, UTAH",28:26.1,9:10/M
1965,5K,Division:M 10-12,"Springville, UTAH",28:27.6,9:11/M
1966,5K,Division:F 20-24,"Provo, UTAH",28:54.9,9:20/M
1968,10K,Division:F 35-39,"Provo, UTAH",1:12:31.6,11:42/M
1969,10K,Division:M  1- 9,"Provo, UTAH",1:12:15.6,11:39/M
1970,10K,Division:M  1- 9,"Provo, UTAH",1:12:15.7,11:39/M
1971,5K,Division:F 20-24,"Salem, UTAH",42:42.2,13:47/M
1972,5K,Division:M 16-19,"Orem, UTAH",41:26.3,13:22/M
1973,5K,Division:M 13-15,"Orem, UTAH",38:33.3,12:26/M
1974,5K,Division:F 30-34,"Saratoga Spgs, UTAH",26:47.6,8:39/M
1980,5K,Division:F 25-29,"Herriman, UTAH",40:37.8,13:06/M
1981,5K,Division:M 30-34,"Herriman, UTAH",27:10.0,8:46/M
1982,5K,Division:F 45-49,"Orem, UTAH",46:26.5,14:59/M
1983,5K,Division:F 30-34,"Saratoga Springs, UTAH",26:30.5,8:33/M
1984,5K,Division:F 45-49,"Saratoga Springs, UTAH",57:30.9,18:33/M
1985,5K,Division:F 55-59,"Saratoga Springs, UTAH",1:04:17.1,20:44/M
1986,5K,Division:F 16-19,"Orem, UTAH",38:33.4,12:26/M
1987,5K,Division:F 60-64,"Saratoga Springs, UTAH",1:07:54.0,21:54/M
1988,5K,Division:F 40-44,"Provo, UTAH",29:54.6,9:39/M
1989,5K,Division:M 13-15,"Provo, UTAH",25:56.8,8:22/M
1996,5K,Division:M 60-64,"Herriman, UTAH",32:55.5,10:37/M
1997,5K,Division:F 60-64,"Herriman, UTAH",23:43.1,7:39/M
1998,5K,Division:F 25-29,"Herriman, UTAH",26:21.7,8:30/M
1999,5K,Division:F 20-24,"Provo, UTAH",40:31.9,13:05/M
2000,5K,Division:M 20-24,"Herriman, UTAH",23:04.4,7:27/M
2001,5K,Division:M 30-34,"Saratoga Springs, UTAH",21:47.1,7:02/M
2006,5K,Division:M 40-44,"Orem, UTAH",22:30.0,7:16/M
2007,5K,Division:M 16-19,"Orem, UTAH",32:16.9,10:25/M
2008,5K,Division:M 16-19,"Orem, UTAH",27:19.1,8:49/M
2010,5K,Division:F 10-12,"Orem, UTAH",58:20.1,18:49/M
2011,5K,Division:M 50-54,"Highland, UTAH",31:28.9,10:09/M
2012,5K,Division:F  1- 9,"Highland, UTAH",31:27.1,10:09/M
2013,5K,Division:M 40-44,"Mapleton, UTAH",37:47.2,12:11/M
2014,5K,Division:M 13-15,"Mapleton, UTAH",30:03.4,9:42/M
2017,5K,Division:F 45-49,"Alpine, UTAH",30:39.8,9:53/M
2018,5K,Division:F 16-19,"Alpine, UTAH",22:13.0,7:10/M
2019,5K,Division:F 16-19,"Alpine, UTAH",31:37.5,10:12/M
2020,5K,Division:M 13-15,"Alpine, UTAH",29:11.0,9:25/M
2026,5K,Division:M 65-69,"Provo, UTAH",33:26.7,10:47/M
2028,5K,Division:M 35-39,"Provo, UTAH",33:24.9,10:47/M
2029,5K,Division:F 40-44,"Provo, UTAH",27:52.6,9:00/M
2030,5K,Division:F 16-19,"Provo, UTAH",27:53.0,9:00/M
2032,5K,Division:M 45-49,"Provo, UTAH",27:51.8,8:59/M
2033,5K,Division:F 40-44,"Provo, UTAH",42:46.2,13:48/M
2034,5K,Division:M 16-19,"Provo, UTAH",22:57.7,7:24/M
2035,5K,Division:M 25-29,"Spanish Fork, UTAH",19:49.2,6:24/M
2036,5K,Division:M 35-39,"Orem, UTAH",26:51.8,8:40/M
2037,5K,Division:F 13-15,"Orem, UTAH",24:01.1,7:45/M
2038,5K,Division:M 10-12,"Orem, UTAH",25:48.6,8:20/M
2039,5K,Division:M 50-54,"Lindon, UTAH",30:40.9,9:54/M
2040,5K,Division:M 55-59,"Lindon, UTAH",34:56.1,11:16/M
2041,5K,Division:F 45-49,"Lehi, UTAH",31:40.1,10:13/M
2042,5K,Division:F 50-54,"Lindon, UTAH",50:56.6,16:26/M
2044,5K,Division:F 45-49,"Lindon, UTAH",50:49.2,16:24/M
2045,5K,Division:M 25-29,"Provo, UTAH",20:12.5,6:31/M
2046,5K,Division:M 50-54,"Lehi, UTAH",27:31.7,8:53/M
2047,5K,Division:M 50-54,"Orem, UTAH",39:21.0,12:42/M
2048,5K,Division:M 10-12,"Orem, UTAH",39:20.8,12:42/M
2049,5K,Division:M 45-49,"Lehi, UTAH",33:35.3,10:50/M
2050,5K,Division:F 40-44,"Lehi, UTAH",43:26.2,14:01/M
2051,5K,Division:M 20-24,"Lehi, UTAH",36:54.5,11:54/M
2052,5K,Division:F 20-24,"Lehi, UTAH",36:55.9,11:55/M
2053,5K,Division:F 20-24,"Lehi, UTAH",43:23.5,14:00/M
2054,5K,Division:F 13-15,"Lehi, UTAH",54:58.4,17:44/M
2055,5K,Division:M 10-12,"Lehi, UTAH",42:35.2,13:44/M
2057,5K,Division:F 70-80,"Springville, UTAH",39:07.9,12:37/M
2058,5K,Division:M 35-39,"Saratoga Springs, UTAH",1:02:33.8,20:11/M
2059,5K,Division:F 35-39,"Saratoga Springs, UTAH",1:02:31.9,20:10/M
2060,5K,Division:M 10-12,"Saratoga Springs, UTAH",1:02:32.7,20:11/M
2061,5K,Division:F  1- 9,"Saratoga Springs, UTAH",1:02:34.7,20:11/M
2062,5K,Division:M 70-80,"Salem, UTAH",39:52.8,12:52/M
2064,5K,Division:F 40-44,"Clovis, CALIFORNIA",26:56.0,8:41/M
2065,5K,Division:F 45-49,"Spanish Fork, UTAH",55:06.2,17:47/M
2066,5K,Division:M 30-34,"Spanish Fork, UTAH",55:05.5,17:46/M
2067,5K,Division:F 40-44,"Eagle Mountain, UTAH",31:24.5,10:08/M
2068,5K,Division:M 60-64,"Orem, UTAH",37:51.9,12:13/M
2069,5K,Division:F 55-59,"Orem, UTAH",38:38.5,12:28/M
2070,5K,Division:F 35-39,"Orem, UTAH",36:48.8,11:53/M
2071,5K,Division:M 35-39,"Orem, UTAH",48:39.1,15:42/M
2072,5K,Division:F 35-39,"Orem, UTAH",48:39.7,15:42/M
2073,5K,Division:F  1- 9,"Orem, UTAH",37:59.6,12:15/M
2074,5K,Division:F  1- 9,"Orem, UTAH",36:47.8,11:52/M
2075,5K,Division:M 20-24,"Provo, UTAH",40:06.2,12:56/M
2076,5K,Division:F 20-24,"Provo, UTAH",40:06.8,12:56/M
2078,5K,Division:F 40-44,"Provo, UTAH",46:01.2,14:51/M
2079,5K,Division:F 20-24,"Salem, UTAH",42:43.1,13:47/M
2080,5K,Division:M 25-29,"Salem, UTAH",42:41.9,13:46/M
2081,5K,Division:F 25-29,"Provo, UTAH",36:38.7,11:49/M
2082,5K,Division:M 25-29,"Provo, UTAH",30:17.5,9:46/M
2083,5K,Division:F 25-29,"Provo, UTAH",42:40.7,13:46/M
2085,5K,Division:F 35-39,"Provo, UTAH",46:00.8,14:51/M
2086,5K,Division:F 60-64,"American Fork, UTAH",1:04:16.6,20:44/M
2089,5K,Division:F 35-39,"Orem, UTAH",46:02.8,14:51/M
2091,5K,Division:M 30-34,"Vineyard, UTAH",19:32.4,6:18/M
2092,5K,Division:F 30-34,"Vineyard, UTAH",28:59.4,9:21/M
2094,5K,Division:M 70-80,"Springville, UTAH",29:34.4,9:32/M
2095,5K,Division:F 65-69,"Springville, UTAH",42:47.2,13:48/M
2096,5K,Division:F 40-44,"Springville, UTAH",29:36.4,9:33/M
2097,5K,Division:M 20-24,"Springville, UTAH",27:26.4,8:51/M
2098,5K,Division:F 13-15,"Springville, UTAH",29:19.5,9:28/M
2099,5K,Division:M 55-59,"Gilbert, ARIZONA",33:26.4,10:47/M
2100,5K,Division:F 16-19,"Gilbert, ARIZONA",41:06.4,13:16/M
2101,5K,Division:M 35-39,"Spanish Fork, UTAH",33:25.5,10:47/M
2102,5K,Division:F 30-34,"Elk Ridge, UTAH",1:12:51.1,23:30/M
2103,5K,Division:F 30-34,"Vineyard, UTAH",33:38.1,10:51/M
2104,5K,Division:F  1- 9,"Vineyard, UTAH",32:56.7,10:38/M
2105,5K,Division:F 16-19,"Orem, UTAH",33:36.4,10:50/M
2108,5K,Division:F 20-24,"Pleasant Grove, UTAH",33:40.3,10:52/M
2109,5K,Division:F 16-19,"Lindon, UTAH",34:23.0,11:05/M
2110,5K,Division:F 40-44,"Provo, UTAH",42:21.3,13:40/M
2111,5K,Division:F 45-49,"Lindon, UTAH",38:28.7,12:25/M
2112,5K,Division:M 13-15,"Provo, UTAH",35:22.0,11:25/M
2113,5K,Division:M 10-12,"Provo, UTAH",35:31.8,11:28/M
2114,5K,Division:M 10-12,"Provo, UTAH",42:19.3,13:39/M
2115,5K,Division:M 45-49,"Provo, UTAH",42:21.6,13:40/M
2116,5K,Division:M 25-29,"Payson, UTAH",37:05.4,11:58/M
2117,5K,Division:M 45-49,"Alpine, UTAH",37:32.9,12:07/M
2118,5K,Division:F 45-49,"Alpine, UTAH",37:33.8,12:07/M
2119,5K,Division:M 20-24,"Alpine, UTAH",31:45.7,10:15/M
2120,5K,Division:M 25-29,"Santaquin, UTAH",22:41.9,7:19/M
2121,5K,Division:M 45-49,"Provo, UTAH",36:08.5,11:40/M
2122,5K,Division:F 45-49,"Provo, UTAH",55:57.0,18:03/M
2124,5K,Division:M 35-39,"Springville, UTAH",37:12.8,12:00/M
2125,5K,Division:F 10-12,"Springville, UTAH",37:12.0,12:00/M
2126,5K,Division:M  1- 9,"Springville, UTAH",37:10.5,12:00/M
2127,5K,Division:F  1- 9,"Springville, UTAH",37:04.8,11:58/M
2128,5K,Division:F 25-29,"Payson, UTAH",37:05.3,11:58/M
2129,5K,Division:M 40-44,"Lehi, UTAH",27:14.9,8:47/M
2130,5K,Division:F 35-39,"Lehi, UTAH",34:12.1,11:02/M
2131,5K,Division:M 13-15,"Lehi, UTAH",46:29.2,15:00/M
2132,5K,Division:M 40-44,"Springville, UTAH",40:51.1,13:11/M
2133,5K,Division:F 40-44,"Springville, UTAH",36:30.0,11:46/M
2135,5K,Division:M 16-19,"Springville, UTAH",37:55.7,12:14/M
2136,5K,Division:M 13-15,"Springville, UTAH",40:45.8,13:09/M
2137,5K,Division:M 25-29,"Herriman, UTAH",28:06.8,9:04/M
2138,5K,Division:M 35-39,"Albuquerque, NEW MEXICO",50:58.8,16:27/M
2139,5K,Division:F 30-34,"New York, NEW YORK",41:31.4,13:24/M
2140,5K,Division:F 20-24,"Provo, UTAH",34:37.1,11:10/M
2141,5K,Division:M 30-34,"Sandy, UTAH",17:37.6,5:41/M
2142,5K,Division:F 30-34,"Sandy, UTAH",30:31.3,9:51/M
2150,5K,Division:F 30-34,"River Heights, UTAH",33:47.4,10:54/M
2151,5K,Division:F 60-64,"Orem, UTAH",39:06.6,12:37/M
2152,5K,Division:M 25-29,"Provo, UTAH",38:44.1,12:30/M
2153,5K,Division:M 20-24,"Provo, UTAH",30:22.3,9:48/M
2154,5K,Division:F 20-24,"Provo, UTAH",29:04.0,9:23/M
2155,5K,Division:M 30-34,"Provo, UTAH",33:00.4,10:39/M
2156,5K,Division:M 35-39,"Orem, UTAH",25:27.3,8:13/M
2157,5K,Division:F 55-59,"Pleasant Grv, UTAH",40:41.4,13:08/M
2158,5K,Division:F 20-24,"Provo, UTAH",36:34.1,11:48/M
2159,5K,Division:F 35-39,"Provo, UTAH",40:49.4,13:10/M
2160,5K,Division:M 16-19,"Provo, UTAH",22:40.6,7:19/M
2161,5K,Division:M 20-24,"Provo, UTAH",26:06.0,8:25/M
2162,5K,Division:F 35-39,"Salem, UTAH",41:17.9,13:19/M
2163,5K,Division:M 30-34,"Payson, UTAH",53:02.9,17:07/M
2164,5K,Division:F 30-34,"Payson, UTAH",53:13.5,17:10/M
2165,5K,Division:F  1- 9,"Payson, UTAH",52:58.8,17:05/M
2166,5K,Division:M  1- 9,"Payson, UTAH",53:00.8,17:06/M
2167,5K,Division:F 30-34,"Herriman, UTAH",47:12.1,15:14/M
2168,5K,Division:M 25-29,"Millcreek, UTAH",47:07.6,15:12/M
2169,5K,Division:F 20-24,"Orem, UTAH",32:34.0,10:30/M
2170,5K,Division:M 20-24,"Orem, UTAH",31:15.8,10:05/M
2171,5K,Division:M 16-19,"American Fork, UTAH",22:15.8,7:11/M
2172,5K,Division:F 20-24,"Provo, UTAH",54:51.5,17:42/M
2173,5K,Division:M 20-24,"Provo, UTAH",35:48.4,11:33/M
2174,5K,Division:F 13-15,"Orem, UTAH",28:45.0,9:16/M
2175,5K,Division:F 65-69,"Sandy, UTAH",33:17.5,10:44/M
2176,5K,Division:F 20-24,"Orem, UTAH",28:44.8,9:16/M
2177,5K,Division:M 60-64,"Provo, UTAH",1:12:49.3,23:29/M
