race,state,gun_min,chip_min,pace_min,gender,age
10k,UT,47.416666666666664,47.333333333333336,7.633333333333334,F,44.5
10k,UT,39.016666666666666,38.96666666666667,6.283333333333333,F,24.5
10k,UT,57.166666666666664,57.06666666666667,9.2,F,17.0
10k,UT,43.583333333333336,43.46666666666667,7.016666666666667,M,34.5
10k,UT,39.11666666666667,39.016666666666666,6.3,M,17.0
10k,UT,40.53333333333333,40.416666666666664,6.516666666666667,M,17.0
10k,UT,48.35,48.21666666666667,7.783333333333333,M,24.5
10k,UT,72.45,72.15,11.633333333333333,F,34.5
10k,UT,72.45,72.16666666666667,11.633333333333333,M,34.5
10k,UT,62.3,62.13333333333333,10.016666666666667,F,24.5
10k,UT,63.916666666666664,63.56666666666667,10.25,F,24.5
10k,UT,50.03333333333333,49.85,8.033333333333333,M,64.5
10k,UT,54.65,54.63333333333333,8.816666666666666,M,24.5
10k,UT,68.51666666666667,68.33333333333333,11.016666666666667,F,24.5
10k,UT,49.766666666666666,49.56666666666667,8.0,M,24.5
10k,UT,44.46666666666667,44.25,7.133333333333334,F,24.5
10k,UT,61.45,61.18333333333333,9.866666666666667,F,34.5
10k,UT,67.4,67.1,10.816666666666666,F,24.5
10k,UT,49.85,49.666666666666664,8.016666666666667,F,34.5
10k,UT,44.88333333333333,44.81666666666667,7.233333333333333,F,44.5
10k,UT,48.583333333333336,48.516666666666666,7.833333333333333,F,24.5
10k,UT,58.45,58.4,9.416666666666666,F,34.5
10k,UT,79.95,79.78333333333333,12.866666666666667,F,34.5
10k,UT,55.46666666666667,55.333333333333336,8.916666666666666,F,24.5
10k,UT,54.1,53.95,8.7,F,24.5
10k,UT,80.06666666666666,79.66666666666667,12.85,F,64.5
10k,UT,73.66666666666667,73.43333333333334,11.85,F,44.5
10k,UT,53.93333333333333,53.766666666666666,8.666666666666666,M,24.5
10k,UT,49.35,49.166666666666664,7.933333333333334,M,24.5
10k,UT,63.083333333333336,62.68333333333333,10.116666666666667,F,24.5
10k,UT,36.21666666666667,36.166666666666664,5.833333333333333,M,24.5
10k,UT,65.01666666666667,64.75,10.45,M,54.5
10k,UT,55.3,54.983333333333334,8.866666666666667,F,24.5
10k,UT,59.43333333333333,59.083333333333336,9.533333333333333,M,64.5
10k,ID,49.266666666666666,49.21666666666667,7.933333333333334,F,17.0
10k,UT,62.5,62.35,10.05,F,24.5
10k,UT,42.28333333333333,42.166666666666664,6.8,M,24.5
10k,UT,71.26666666666667,70.86666666666666,11.433333333333334,M,24.5
10k,UT,72.65,72.15,11.633333333333333,F,44.5
10k,UT,40.88333333333333,40.833333333333336,6.583333333333333,F,17.0
10k,UT,61.5,61.31666666666667,9.883333333333333,F,24.5
10k,UT,49.7,49.6,8.0,M,24.5
10k,UT,56.95,56.81666666666667,9.166666666666666,F,24.5
10k,UT,64.75,64.58333333333333,10.416666666666666,F,44.5
10k,CO,60.016666666666666,59.8,9.65,F,17.0
10k,UT,68.95,68.53333333333333,11.05,F,54.5
10k,UT,76.08333333333333,75.76666666666667,12.216666666666667,F,24.5
10k,UT,76.06666666666666,75.73333333333333,12.216666666666667,M,24.5
10k,UT,45.983333333333334,45.833333333333336,7.4,F,24.5
10k,UT,54.6,54.55,8.8,M,34.5
10k,UT,62.9,62.516666666666666,10.083333333333334,F,24.5
10k,UT,61.45,61.166666666666664,9.866666666666667,F,44.5
10k,UT,53.53333333333333,53.4,8.616666666666667,F,34.5
5k,UT,39.05,38.65,12.466666666666667,F,24.5
5k,UT,26.583333333333332,26.2,8.45,M,24.5
10k,NV,61.28333333333333,61.166666666666664,9.866666666666667,F,54.5
10k,UT,42.36666666666667,42.266666666666666,6.816666666666666,M,44.5
10k,UT,50.483333333333334,50.266666666666666,8.1,M,34.5
10k,UT,46.18333333333333,45.93333333333333,7.416666666666667,M,24.5
10k,UT,57.7,57.5,9.266666666666667,F,24.5
10k,UT,47.86666666666667,47.81666666666667,7.716666666666667,F,24.5
10k,UT,63.88333333333333,63.583333333333336,10.25,F,44.5
10k,UT,70.86666666666666,70.68333333333334,11.4,M,34.5
10k,UT,70.86666666666666,70.68333333333334,11.4,M,5.0
10k,UT,46.333333333333336,46.2,7.45,M,24.5
10k,UT,44.71666666666667,44.6,7.2,F,24.5
10k,UT,61.46666666666667,61.18333333333333,9.866666666666667,F,44.5
10k,UT,47.333333333333336,47.166666666666664,7.6,M,34.5
10k,UT,49.7,49.6,8.0,F,17.0
10k,UT,54.666666666666664,54.63333333333333,8.816666666666666,M,34.5
10k,UT,51.3,50.81666666666667,8.2,M,34.5
5k,UT,58.1,57.71666666666667,18.616666666666667,F,89.5
10k,UT,71.85,71.6,11.55,M,64.5
10k,UT,41.75,41.68333333333333,6.716666666666667,M,0.0
10k,UT,57.28333333333333,57.18333333333333,9.216666666666667,F,24.5
10k,UT,59.2,59.0,9.516666666666667,F,24.5
10k,UT,53.583333333333336,53.38333333333333,8.616666666666667,M,24.5
10k,UT,59.2,59.0,9.516666666666667,M,24.5
10k,UT,69.26666666666667,69.05,11.133333333333333,F,17.0
10k,UT,69.26666666666667,69.06666666666666,11.133333333333333,F,54.5
10k,UT,53.583333333333336,53.36666666666667,8.6,M,54.5
10k,UT,54.266666666666666,54.083333333333336,8.716666666666667,M,34.5
10k,UT,46.9,46.833333333333336,7.55,M,24.5
10k,UT,38.93333333333333,38.86666666666667,6.266666666666667,M,24.5
10k,UT,59.78333333333333,59.36666666666667,9.583333333333334,M,34.5
10k,UT,65.75,65.3,10.533333333333333,M,44.5
10k,UT,71.01666666666667,70.7,11.4,F,24.5
10k,UT,71.01666666666667,70.68333333333334,11.4,M,24.5
10k,ID,37.63333333333333,37.56666666666667,6.066666666666666,M,24.5
10k,UT,56.5,56.233333333333334,9.066666666666666,M,54.5
10k,UT,92.1,91.66666666666667,14.783333333333333,F,24.5
10k,UT,92.11666666666666,91.68333333333334,14.783333333333333,F,34.5
10k,UT,65.65,65.2,10.516666666666667,M,44.5
10k,UT,74.75,74.33333333333333,11.983333333333333,F,24.5
10k,UT,55.31666666666667,54.96666666666667,8.866666666666667,F,24.5
10k,UT,54.45,54.18333333333333,8.733333333333333,F,44.5
10k,UT,46.5,46.21666666666667,7.45,M,24.5
10k,UT,44.93333333333333,44.86666666666667,7.233333333333333,M,24.5
10k,UT,42.666666666666664,42.61666666666667,6.866666666666666,M,54.5
10k,UT,36.516666666666666,36.516666666666666,5.883333333333334,F,-1.0
10k,UT,36.483333333333334,36.45,5.883333333333334,M,34.5
10k,UT,33.38333333333333,33.38333333333333,5.383333333333334,M,-1.0
10k,UT,56.333333333333336,56.233333333333334,9.066666666666666,F,24.5
10k,UT,36.06666666666667,36.03333333333333,5.816666666666666,M,24.5
10k,UT,50.55,50.38333333333333,8.133333333333333,M,44.5
10k,UT,54.43333333333333,54.15,8.733333333333333,M,54.5
10k,UT,51.96666666666667,51.86666666666667,8.366666666666667,M,24.5
10k,UT,36.11666666666667,36.1,5.816666666666666,M,24.5
10k,UT,43.9,43.78333333333333,7.066666666666666,M,24.5
10k,UT,48.983333333333334,48.86666666666667,7.883333333333334,M,24.5
10k,UT,51.56666666666667,51.46666666666667,8.3,F,34.5
10k,TX,52.75,52.65,8.5,M,54.5
10k,UT,48.583333333333336,48.5,7.816666666666666,M,24.5
5k,UT,28.416666666666668,27.333333333333332,8.816666666666666,M,24.5
5k,UT,32.916666666666664,32.21666666666667,10.4,M,44.5
10k,UT,53.38333333333333,53.15,8.566666666666666,F,44.5
10k,NJ,51.5,51.35,8.283333333333333,F,24.5
5k,UT,28.55,27.85,8.983333333333333,F,24.5
10k,UT,76.36666666666666,76.03333333333333,12.266666666666667,F,44.5
5k,UT,56.71666666666667,55.35,17.85,M,34.5
5k,UT,56.71666666666667,55.35,17.85,F,34.5
5k,UT,36.0,34.93333333333333,11.266666666666667,M,44.5
5k,UT,36.0,34.95,11.266666666666667,F,17.0
5k,UT,32.81666666666667,31.716666666666665,10.233333333333333,M,24.5
5k,UT,35.21666666666667,33.25,10.733333333333333,F,34.5
5k,UT,37.11666666666667,36.05,11.633333333333333,F,24.5
10k,CO,39.85,39.833333333333336,6.416666666666667,M,24.5
5k,UT,47.016666666666666,44.96666666666667,14.5,F,34.5
5k,UT,37.583333333333336,35.53333333333333,11.466666666666667,M,34.5
5k,UT,28.833333333333332,27.366666666666667,8.833333333333334,F,24.5
5k,UT,34.3,32.483333333333334,10.483333333333333,F,24.5
5k,UT,25.633333333333333,23.833333333333332,7.683333333333334,M,24.5
5k,UT,32.916666666666664,31.816666666666666,10.266666666666667,F,24.5
5k,UT,30.166666666666668,29.95,9.666666666666666,F,24.5
5k,UT,30.166666666666668,29.916666666666668,9.65,M,24.5
10k,UT,52.96666666666667,52.583333333333336,8.483333333333333,F,34.5
5k,UT,38.21666666666667,36.233333333333334,11.683333333333334,F,34.5
5k,UT,56.18333333333333,54.21666666666667,17.483333333333334,F,34.5
5k,UT,48.96666666666667,48.25,15.566666666666666,F,34.5
5k,UT,48.983333333333334,48.25,15.566666666666666,M,24.5
10k,UT,51.63333333333333,51.55,8.316666666666666,M,24.5
5k,UT,48.5,47.8,15.416666666666666,M,24.5
5k,UT,28.9,28.516666666666666,9.2,M,24.5
10k,UT,37.65,37.61666666666667,6.066666666666666,M,34.5
5k,UT,48.6,47.9,15.45,F,24.5
5k,UT,34.06666666666667,32.483333333333334,10.483333333333333,M,44.5
10k,UT,70.33333333333333,70.0,11.283333333333333,F,34.5
5k,UT,39.46666666666667,37.733333333333334,12.166666666666666,F,44.5
5k,UT,39.46666666666667,37.733333333333334,12.166666666666666,F,24.5
